,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
40,Sales Analyst,PICO,"Zamalek, Cairo",Full Time,Experienced (Non-Manager),"['Minimum 1-2 years of experience Sales/Export/Finance functions in FMCG.', 'Technical expertise regarding data models, database design development, data mining and segmentation techniques', 'Knowledge on working on ERP & CRM systems (JD Edwards) ', 'Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)', 'Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)', 'Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy', 'Adept at queries, report writing and presenting findings', 'BS in Mathematics, Economics, Information Management or Statistics']","['Interpreting data, analyzing results using statistical techniques', 'Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality', 'Acquiring data from primary or secondary data sources and maintaining databases', 'Identify, analyze, and interpret trends or patterns in complex data sets', 'Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems', 'Work with sector management to prioritize business and information needs', 'Locate and define new process improvement opportunities', 'Follow up on shipments and release invoices and statements. Tracing due payments until the account is clear.', 'Follow up all procedures starting from the order, going through the arrival of shipment, quality report receipt, till the finalization of the account.', 'Contact concerned governmental agencies to collect data related to importers, international exhibitions, and trade missions and analyze accordingly. ']",1 To 2 Years,"['Analysis', 'excel', 'FMCG', 'Sales', 'Sales Analysis']"
41,Data Analyst,Confidential Company,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['BI', 'Analysis', 'Data Analysis']"
42,Business and System Analyst,Dolf,"Khobar, Saudi Arabia",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in information technology, or a related field.', 'Proven experience as a Business Analyst and System Analyst in the IT industry.', 'Strong analytical and problem-solving skills.', 'Excellent documentation and communication skills.', 'Strong Knowledge of software development life cycle (SDLC) and Agile methodologies.', 'Ability to work collaboratively in a team environment.', 'Familiarity with project management tools (e.g., Jira, Trello).', 'Experience with data visualization tools (e.g., Tableau, MS PBI).', 'Certification in Business Analysis (e.g., CBAP) is a plus.', 'Health insurance', 'Professional development opportunities', 'Collaborative and dynamic work environment']","['Collaborate with stakeholders to understand business objectives, processes, and user needs.', 'Conduct thorough requirements gathering sessions and document functional and non-functional requirements.', 'Translate business requirements into detailed system specifications and design documents.', 'Work closely with the development team to ensure the system design aligns with business goals and user expectations.', 'Analyze existing business processes and systems to identify areas for improvement.', 'Propose and implement solutions to enhance efficiency, usability, and overall business performance.', 'Analyze and interpret complex data sets to provide valuable insights for decision-making.', 'Collaborate with data engineers to design and implement data models and structures.', 'Develop test cases and collaborate with end-users to conduct UAT.', 'Ensure that delivered solutions meet business requirements and quality standards.', 'Facilitate communication between business stakeholders and the development team.', 'Collaborate with cross-functional teams to ensure a common understanding of project goals and timelines.', 'Assist in project planning, including defining scope, objectives, and deliverables.', 'Monitor project progress, identify risks, and propose mitigation strategies.']",3 To 5 Years,"['Business Analysis', 'Project Management', 'Information Technology (IT)']"
43,Sales Analyst,Rashideen Egypt for Trade,"Katameya, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor degree.', 'Fresh grads can apply .', 'Excellent command in Microsoft Office Applications (Especially Excel)', 'Good command of English (written/spoken).', 'Excellent communication and time management skills.']","['Follow-up Purchase Invoices.', 'Daily Data Entry, ""SAP"".', 'Support for Sales Manager.', 'Work with Sales Team to identify most current category insights.', 'Daily Closing Sales.', 'Coordination between the Sales Manager and Account Management.', 'Work with forecasting by providing them with the necessary information.']",0 To 2 Years,"['Sales', 'Sales Skills', 'Microsoft Office', 'Business Analysis', 'Analysis', 'Sales Analysis', 'excel']"
44,Credit Analyst (Banking) Muscat - OMAN,Pillars,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Finance or related major"", 'Minimum 6 years of experience in credit analyst role', 'Experience in the financial sector', 'Demonstratable financial analysis experience', 'Ability of building, managing and influencing relationships', 'Strong problem-solving and analytical abilities', 'Strong communication and engagement skills – written, oral and presentation', 'Organized and skillful at prioritizing and planning multiple activities and then delivering agreed outcomes on time.', 'Extremely organized, whilst remaining an ability to successfully manage multiple priorities', 'Supportive of continuous improvement.']","['Analyze income statements, balance sheets, cash flow statements, projections and tax returns to understand the financial health borrowers', 'Identify any irregularities or discrepancies in financial data', 'Stay updated on industry trends, economic conditions, and market developments that could impact credit risk', ""Assess the borrower's industry and market conditions to make informed lending decisions"", 'Assign a credit score or rating to applicants based on their financial health, payment history, and other relevant factors', 'Determine the likelihood of default and potential losses associated with each credit request', 'Discuss with BU RMs/Credit Analyst and other Business Units of the Bank in order to facilitate proper structuring of facilities / security structure in order to minimize risks', 'Prepare credit reports and documentation outlining the credit analysis and recommendations', 'Liaison with RCU to ensure accurate reflection in the CAs of security held and security required', 'Monitor the creditworthiness of existing borrowers and make recommendations for changes in credit terms if necessary', ""Assist in managing and reducing the bank's overall credit risk exposure"", 'Build and grow strong positive working relationships with stakeholders and business units', 'Champion quality-driven outcomes and identity, implement and enforce quality processes', 'Be a role model for teamwork, communication, building partnerships to collectively deliver excellent outcomes.', 'Ensure Compliance with banks policies and procedures', 'Undertake specific assignments as required in order to supporting the wider bank to achieve its objectives, working on specific and ad-hoc assignments as required']",6 To 12 Years,"['Credit Analyst', 'credit', 'Financial Analysis', 'Analyst']"
45,Investment/ Financial analyst,Kgroup,"New Cairo, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['BS degree in Finance, Accounting or related field', '2- 3 years of experience ', 'FMCG Experience is preferred.', 'CFA level one/ or knowledge is PLUS.', ' Proven working experience as an Investment Analyst', 'Solid understanding of financial set-up, procedures, statistics and economics', ' Excellent investment analysis software user', ' Strong numeric skills', ' Excellent quantitative and qualitative analytical skills']","['Consolidate and analyze financial data (Cash flow, budgets, income statement forecasts etc.) ', 'taking into account company’s goals and financial standing.', 'Develop financial models, conduct benchmarking and process analysis.', 'Conduct business studies on past, future and comparative performance and develop forecast models', 'Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis.', 'Track and determine financial status by analyzing actual results in comparison with', 'Financial Modeling: Preparation of detailed financial models, valuation and sensitivity analysis.', 'Economics & financial model inputs: facilitate the economic analysis of projects from an investment', 'perspective, including identifying key regulations and cost assumptions.', 'Presenting the project to Head of Investment', 'Provide an interface for advisers working on financial, tax and accounting matters.']",2 To 3 Years,"['Accounting', 'Economics', 'Financial Analysis', 'Investment', 'Investment Analysis', 'Statistics', 'analytical', 'CFA', 'Finance', 'FMCG']"
46,System Analyst,Sceel.io,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in computer science, Information Technology, or a related field  "", 'Proven experience as a System Analyst or Business Analyst, including requirements gathering, analysis, and documentation.', 'Strong analytical and problem-solving skills.', 'Excellent communication and interpersonal skills to effectively interact with stakeholders and development teams.', 'Proficiency in using analysis and design tools, such as data modeling software, workflow modeling tools, and project management software.', 'Knowledge of software development methodologies, such as Agile or Waterfall.', 'Familiarity with database management systems and SQL.']","['Collaborate with business stakeholders to gather and document functional and non-functional requirements for new or existing systems. ', 'Analyze current business processes, systems, and technologies to identify areas for improvement and optimization.', 'Design and propose effective and efficient IT solutions that address business needs, including system architecture, workflows, data models, and user interfaces.', 'Create detailed system documentation, including requirement specifications, system design documents, data flow diagrams, and user manuals.', 'Act as a liaison between business stakeholders and IT teams, facilitating communication to ensure that project requirements are clearly understood by all parties.', 'Assist in defining test cases and participate in the testing and quality assurance process to ensure that developed solutions meet requirements.', 'Collaborate with project managers to ensure that projects are completed on time and within budget.', 'Provide support to end-users and resolve issues related to systems and applications.', 'Stay informed about emerging technologies and industry trends, and evaluate their potential to benefit the organization.']",3 To 4 Years,"['Agile', 'Analysis', 'business', 'Business Analysis', 'Computer Science', 'Database', 'Information Technology (IT)', 'Software', 'Software Development', 'SQL', 'System Analysis', 'Design']"
47,QC Finished Product Analyst,Rameda,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['1-3 Years’ experience ', 'PhD or M.Sc. in pharmaceutical sciences. Or relevant degree.', 'Analytical thinking, problem solving and communication skills.']","['Analyze finished product and process validation. ', ' performing physical analysis for finished drugs   (average weight, friability , Disintegration time, Dissolution, Hardness Refractive index, Karl fisher & loss on drying   ', ' performing instrumental analysis using (HPLC ,UV ,Atomic spectrophotometer, IR, UPLC & ', '     Liquid particulate). ', ' Preparation of mobile phase', ' Perform analysis & report of finished product ', ' Performing analysis for process validation batches.', ' Employ is responsible for confidentiality and integrity of data ']",1 To 3 Years,"['QC', 'Pharmaceutical', 'Quality Control', 'Communication skills', 'Sciences', 'Pharmaceutical Sciences', 'quality', 'Finished Product']"
48,Senior Software Business Analyst,Sscegypt,"Cairo, Egypt",Full Time,Not Specified,[],[],Not Specified,"['Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Analysis', 'Software', 'Software Development', 'Computer Engineering', 'Software Engineering', 'System Analysis', 'Engineering', 'Agile', 'Business', 'Software Analysis', 'Analytical', 'Project Management', 'UML', 'Business Development', 'Communication Skills', 'Development', 'Analyst']"
49,HR Consultant/Analyst,BRISK Business Inc.,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 10 Years,"['HR', 'Human Resources', 'HRIS', 'Analysis', 'business', 'Recruitment', 'Human Resources (HR)']"
50,Software Business Analyst - Job Description,BRISK Business Inc.,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Lean/Six Sigma Certification.', 'BPM Certification (AIIM BPM Certificate, Certification from BPMInstitute.org, ABPMP’s Certified', 'Business Process Professional (CBPP®)', 'CBAP', 'CCBA ', 'BCS  ', 'PMI-PBA ', 'IIBA', 'ITIL ', 'TOGAF']","['A Business Analyst to lead the Business Process definition, analysis, and optimization.', 'Leading process redesign workshops', 'Educating business users responsible for managing and operating business processes', 'Monitoring, measuring and providing feedback on process performance.', 'Facilitating process workshops that involve eliciting process requirements and liaising with users.', 'Applying their knowledge of business process modelling and reengineering as well as documenting processes.', 'The Business Analyst is required to understand how ERP, BPM, CRM and BI tools operate.', 'An understanding of protocols like SOAP, WSDL, XML and other key protocols is also desirable.', 'The Business Analyst must be able to see the big picture, understand project objectives and be able to apply their understanding of how processes should work to facilitate system implementation and testing as well as operational improvement initiatives.', 'Document process information using visual diagrams in the form of business process models (using the Business Process Management Notation or the Flowchart Notation).', 'Analyze process models as they are (As-is), compare them to the future and improved designs (To-be) and determine the necessary changes for arriving at the improved state, incorporating all system automation.', 'Design business processes (To-be) and manage any subsequent changes to them during BAU and ERP system implementation.', 'Identify, document, and analyze all business processes levels including activities, descriptions, and tasks as well as document rules that govern the implementation of business processes.', 'Write Business Process Management System (BPMS) specifications to be used by the developers for process automation.', 'Test and execute processes using the BPMS to ensure that the right results are achieved.', 'Examine processes holistically to understand the impact of changing them on people, strategy, existing software applications and general business operations.', 'Collate feedback on process performance. The collected data forms the basis of future process improvement projects.', 'Monitor and measure the effectiveness of processes to ensure consistent value delivery.']",3 To 7 Years,"['Business Analysis', 'Information Technology (IT)', 'Computer Science', 'Communication', 'English']"
51,Financial Analyst,Care Services EG,"Abbassia, Cairo",Full Time,Experienced (Non-Manager),[],"['Conduct financial analysis by reviewing financial statements, performing ratio analysis, identifying trends, and assessing financial performance.', 'Collect and compile financial data from various sources, interpret the data, and prepare reports, charts, and graphs to present findings.', 'Assist in the preparation of budgets and financial forecasts by analyzing historical data, identifying patterns, and making projections.', 'Produce monthly reports, which include key metrics, financial results, variance reporting.', 'Prepare the appropriate templates to prepare annual budgets for all concerned departments.', 'Build and maintain financial models to support strategic planning, investment analysis, and pricing decisions.', 'Analyze and explain variances between actual financial results and budgeted/forecasted figures, investigating and reporting on the underlying causes.', ""Assist in evaluating financial risks and assessing their potential impact on the organization's financial performance."", 'Stay updated on economic conditions, and competitor activities to provide insights and recommendations for business decisions.', 'Prepare and present financial reports, summaries, and presentations to management and other stakeholders.', 'Provide creative alternatives and recommendations to reduce costs and improve financial performance', 'Reconcile transactions by comparing and correcting data', 'Drive process improvement and policy development initiatives that impact the function']",3 To 5 Years,"['Accounting', 'Analysis', 'Analyst', 'Communication skills', 'Financial Analysis', 'Forecasting', 'Research', 'Reporting', 'Financial', 'Economics']"
52,"Senior Analyst, Demand Planning",S.C. Johnson & Son Inc,"Cairo, Egypt",Full Time,Not Specified,[],"['Use and maintain current demand planning systems to create the best forecast possible using established processes. Utilizing the statistical feed in the system from their demand support hub.', 'Collect and analyze past/future demand inputs (such as distribution gains/losses, price changes, new/discontinued products and promotion plans) from sales and marketing and calculate their impacts on demand.', 'Collaborate with Marketing, Customer Marketing and Finance for advertising and promotional activities – time period, expected market penetration, reaction (uplift, cannibalization on other items/brands) and evaluate against performance from similar historical activities.', 'Ensure demand forecast is shared in level of detail and timing required by internal customers and supply chain partners with documented assumptions.  Also communicating forecast confidence, including risks and opportunities.', 'Influence and collaborate with key partners in marketing, sales (field sales, corporate sales managers and directors), and finance to address input gaps as identified by forecast error/bias review & root cause analysis', 'Measure, analyze, and communicate key process metrics and monitor adherence to key performance indicators, while driving continuous improvement', 'Graduate degree, preferably economics, supply chain management, engineering or a related business field', 'At least 3 year of Supply Chain or Business experience with demonstrated results and working in a team-based, cross functional environment, preferably experience with the standard S&OP or IBM processes', 'At least 3 year of hands-on experience in demand planning and simulation systems or tools working in the FMCG industry', 'Strong communication skills, with a proven ability to understand key concepts and communicate with business stakeholders', 'Ability to drive action and influence decision making at all levels of the organization', 'Strong organizational skills, as well as the ability to perform under pressure and manage multiple priorities with competing demands', 'Strong analytical and problem-solving skills', 'Medical Insurance', 'Transportation Allowance', 'Profit Share', 'PLUS plenty more']",Not Specified,"['Finance', 'Planning', 'Financial Analysis', 'Accounting', 'Commerce', 'Communication Skills', 'Analysis', 'Budgeting', 'Analytical', 'CPIM', 'Engineering', 'Financial Planning', 'Logistics', 'Odoo', 'Planning Engineer', 'Production', 'Safety Stock', 'Supply Chain', 'Textile', 'CIMA']"
53,Cost Analyst,(Delta Textile Egypt),"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],2 To 3 Years,"['Analysis', 'Financial Analysis', 'Accounting', 'Cost Accounting']"
54,Financial Analyst- FP&A,Confidential Company,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Finance/Accounting or related field', 'Proven working experience as a Financial Analyst.', 'Proficient in spreadsheets, databases, MS Office and financial software applications', 'SAP user is a must. (Other ERP systems will be considered)', 'Hands on experience with statistical analysis and statistical packages', 'Outstanding presentation, reporting and communication skills', 'Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis.']","['Consolidate and analyze financial data (budgets, income statement forecasts etc.) taking into account company’s goals and financial standing.', 'Provide creative alternatives and recommendations to reduce costs and improve financial performance.', 'Develop financial models, conduct benchmarking and process analysis.', 'Conduct business studies on past, future and comparative performance and develop forecast models.', 'Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis.', 'Track and determine financial status by analyzing actual results in comparison with forecasts.', 'Reconcile transactions by comparing and correcting data.', 'Conduct business studies on past, future and comparative performance to develop forecast models.', 'Coordinate with external auditor’s during year end closing.', 'Perform other duties as assigned.']",2 To 3 Years,"['Financial Analysis', 'Analysis', 'Corporate Finance', 'Financial Forecasting', 'MS Office', 'Reporting', 'Forecasting']"
55,Senior Business Analyst,MENASSAT,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Previous experience in Business / Systems Analysis or Quality Assurance', 'Proven experience in eliciting requirements and testing', 'Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools', 'Basic knowledge in generating process documentation', 'Strong written and verbal communication skills including technical writing skills']","['Define configuration specifications and business analysis requirements', 'Perform quality assurance', 'Define reporting and alerting requirements', 'Own and develop relationship with partners, working with them to optimize and enhance our integration', 'Communicate key insights and findings to product team', 'Constantly be on the lookout for ways to improve monitoring, discover issues and deliver better value to the customer', ""Will play a crucial role in analyzing our company's operations and identifying areas for improvement and growth. \n- Responsibilities will include gathering and documenting business requirements, conducting market research, and collaborating with cross-functional teams to deliver innovative solutions.\n- Conduct market research and competitor analysis to identify industry trends and opportunities.""]",5 To 8 Years,"['Analysis', 'business', 'Business Analysis', 'Business Development', 'Communication', 'Communication skills', 'Data', 'quality', 'Technical Writing']"
56,Senior Business Analyst (KSA),Ejada,"Riyadh, Saudi Arabia",Full Time,Experienced (Non-Manager),"['5 to 7 years of experience as business analyst in technology related projects in financial, consultancy firms or IT firms.', ""Bachelor's degree of computer science or any related filed."", 'Strong experience with technical documentation (i.e. UML, Sequence Diagrams, Data Flow Diagrams, Use Cases, Functional Specifications, High Level Design, etc.).', 'At least 2-year experience in banking industry including brokerage implementation.', 'Hands on experience on agile methodology including creating user stories and managing the back log. ', 'Knowledge of SOA and web services is a plus.', 'Experience in business processing re-engineering and business process improvement.', 'Professional technical writing skills.', 'Understanding of systems engineering concepts.', 'The ability to conduct cost/benefit analysis.', 'Data collection and analysis.', 'Exposure in IT and Data Science Industries.', 'Excellent interpersonal and communication skills.', 'Analytical skills.', 'Visual modeling skills.', 'Proven ability to understand business ideas/problems and develop technology solutions enable/solve business ideas/problems.', 'Ability to understand customer needs and perform sound business analysis work.', 'Ability to comprehend and translate business requirements into technical specifications.']","['Understand and articulate business stakeholders’ expectations in terms of scope of work.', 'Document and communicate stakeholder expectations on project.', 'Assist business stakeholders in articulating tangible requirements based on business objectives and strategic goals.', 'Understand strategic business case and translate it into tangible key performance indicators for the Program/ project.', 'Visualize and document customer journeys for the client with emphasis on the To Be state.', 'Document client requirements in terms of functional specification document or product / feature backlogs, that cover features, functionalities, use cases, user stories etc.', 'Understand and document non -functional requirements.', 'Document and ensure traceability of client requirements to development and testing phases.', 'Identify, articulate and document potential scenarios and exceptions.', 'Manage business and IT stakeholder communications, functional and technical requirements.', 'Provide functional training to business users prior to testing by business stakeholders.', 'Identify potential change (s) to scope of work.', 'Analyze and document potential impact of change and communicate with stakeholders.', 'Assist technical teams in translating functional requirements into technical requirements.', 'Critically evaluate information gathered from multiple sources, reconcile conflicts, decompose high-level information into details, abstract up from low-level information to a general understanding, and distinguish user requests from the underlying true needs.']",5 To 9 Years,"['Agile', 'Analysis', 'Banking', 'Communication skills']"
57,Digital Marketing Data Analyst,Rashid Al Jabri Group,"Cairo, Egypt",Work From Home,Manager,[''],[],3 To 10 Years,"['Analyst', 'Data Analyst', 'Digital Marketing', 'Market Research', 'Marketing', 'Data']"
58,Business Analyst,Youxel,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['More than 2 years of experience.', 'Preferred to have experience in a software industry.']","['Determine operational objectives by studying business functions; gathering information; evaluating output requirements and formats', 'Construct workflow charts and diagrams; studying system capabilities; writing specifications', 'Improve systems by studying current practices; designing modifications', 'Recommend controls by identifying problems; writing improved procedures', 'Maintain user confidence and protect operations by keeping information confidential', 'Prepare technical reports by collecting, analyzing and summarizing information and trends', 'Interpret, evaluate and interrelate research data and develop integrated business analyses and projections for incorporation into strategic decision-making', 'Perform daily, weekly and monthly reviews and analyses of current processes using operational metrics and reports', 'Understand and communicate the functional and operational impact of any changes']",More Than 4 Years,"['Business Analysis', 'Information Technology (IT)', 'Engineering', 'Software Development', 'Software', 'Software Engineering', 'Computer Science', 'Computer Engineering']"
59,Junior Retail Planner ( Sales Analyst ),Al,Nasser,Full Time,Experienced (Non-Manager),[],[],1 To 3 Years,"['Analysis', 'excel', 'Planning', 'Sales', 'sales skills', 'Retail']"
60,Senior Business Analyst,RMG,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 8 Years,"['senior', 'Business Development']"
61,Financial Analyst,Alexandria Business Association,SMEs Project,Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['Accounting', 'Analysis', 'Finance', 'Financial', 'Financial Analysis']"
62,Financial Analyst,Fawry Plus,"Smart Village, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['Professional experience: 0-1 years of experience.', 'Preferred to have experience in Fintech.', 'ERP Knowledge (preferred AX Dynamics). ', 'Proven working experience as a Finance Analyst.', 'Proficient in spreadsheets, databases, MS Office and financial software applications.', 'Hands on experience with statistical analysis and statistical packages.', 'Outstanding presentation, reporting and communication skills.', 'Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis.', 'Well informed in current financial subjects, accounting, tax laws, money market and business environments.', 'BS degree in Finance, Economics or related field.']","['Consolidate and analyze financial data (budgets, income statement forecasts etc.) taking into account company’s goals and financial standing.', 'Provide creative alternatives and recommendations to reduce costs and improve financial performance.', 'Assemble and summarize data to structure sophisticated reports on financial status and risks.', 'Develop financial models, conduct benchmarking and process analysis.', 'Conduct business studies on past, future and comparative performance and develop forecast models.', 'Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis.', 'Track and determine financial status by analyzing actual results in comparison with forecasts.', 'Reconcile transactions by comparing and correcting data.', 'Gain and update job knowledge to remain informed about novelty in the field.', 'Consult with management to guide and influence long term and strategic decision making within the broadest scope.', 'Drive process improvement and policy development initiatives that impact the function.']",0 To 1 Year,"['Accounting', 'Analysis', 'Analyst', 'Commerce', 'Communication skills', 'ERP', 'Economics', 'Finance', 'Financial', 'Financial Analysis', 'Forecasting', 'Reporting', 'Microsoft Excel', 'Microsoft Powerpoint', 'Spreadsheets', 'Financial Accounting', 'Banking', 'Payments']"
63,ESG Analyst| Remotely,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in finance, accounting, sustainability, or a related field."", '+3 years of experience in financial reporting, ESG reporting, or a similar role.', 'Strong understanding of ESG principles and reporting frameworks (e.g., GRI, SASB, TCFD).', 'Knowledge of the trading industry and its regulatory landscape.', 'Project management experience, with a proven track record of successfully delivering projects on time and within budget.\n ']","['Manage and oversee the execution of annual financial reporting and ESG reporting projects for various clients.', 'Coordinate with internal teams, including finance, sustainability, and marketing, to gather relevant data and information for reporting purposes.', 'Ensure adherence to reporting guidelines, standards, and regulations.', 'Develop project plans, timelines, and budgets, and monitor progress throughout the project lifecycle.', 'Communicate effectively with clients, providing regular updates on project status and addressing any concerns or inquiries.', 'Collaborate with cross-functional teams to identify areas for improvement and drive process enhancements.', 'Stay up-to-date with the latest trends and developments in financial reporting, ESG reporting, and the trading industry.', 'Conduct quality control checks to ensure accuracy and compliance with reporting requirements.', 'Provide guidance and support to junior team members.']",3 To 6 Years,"['Financial', 'Finance', 'Budget', 'Project Management', 'Projects', 'Project', 'Reporting', 'ESG', 'Financial Analysis', 'ESG analysis', 'ESG Reporting', 'Environmental', 'Social', 'Governance', 'Research', 'Research Analysis', 'Management']"
64,Financial Analyst,Scib Paints,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor Degree of Commerce—Accounting and Finance (English Section)', '5+ years of proven working experience as a Finance Analyst', 'Excellent in the English language.', 'Proficient in spreadsheets, databases, MS Office, and SAP background is preferable, as are financial software applications', 'Hands-on experience with statistical analysis and statistical packages', 'Outstanding presentation, reporting and communication skills', 'Proven knowledge of financial forecasting and diagnosis, corporate finance and information analysis', 'Well-informed in current financial subjects, accounting, tax laws, money market and business environments', 'Excellent communication and interpersonal skills', ' MBA or any international certificate is preferable.']","['Consolidate and analyze financial data (budgets, income statement forecasts, etc..), taking into account company’s goals and financial standing', 'Provide creative alternatives and recommendations to reduce costs and improve financial performance', 'Assemble and summarize data to structure sophisticated reports on financial status and risks', 'Develop financial models, conduct benchmarking and conduct process analysis', 'Conduct business studies on past, future and comparative performance and develop forecast models', 'Identify trends, advise company and recommend actions to a senior financial analyst based on sound analysis', 'Track and determine financial status by analyzing actual results in comparison with forecasts', 'Reconcile transactions by comparing and correcting data', 'Gain and update job knowledge to remain informed about novelty in the field', 'Consult with management to guide and influence long-term and strategic decision-making within the broadest scope', 'Drive process improvement and policy development initiatives that impact the function']",5 To 10 Years,"['Financial Analysis', 'Corporate Finance', 'Analysis', 'Reporting', 'Forecasting', 'Accounting', 'Commerce', 'SAP']"
65,Data Analyst,Confidential Company,"Alexandria, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Data Science, Information Systems, or a related field."", 'Fluent spoken and written English is a must.', 'Proficiency in AWS Quicksight and its functionalities.', 'Prior experience with Microstrategy or other Business Intelligence platforms.', 'Strong analytical mindset with the ability to interpret significant amounts of data.', 'Familiarity with ETL processes.', 'Excellent communication skills to translate data findings into understandable and actionable insights.', 'Experience with AWS and its suite of analytics and data services.', 'Knowledge of other BI tools in the market.', 'Experience in trade shows and events is a plus.', 'Detail-oriented and committed to data accuracy.', 'Able to work collaboratively in a team environment.', 'Self-starter with a proactive approach to problem-solving.', 'Capable of managing multiple projects and deadlines simultaneously.']","['Migrate all existing Microstrategy reports into AWS Quicksight ensuring accuracy and minimal disruption.', 'Collaborate with stakeholders to understand our industry, client needs, and key performance metrics.', 'Design and develop new analytic reports, translating business needs into actionable insights.', 'Work with the sales and marketing departments to determine their reporting requirements.', 'Ensure the security and confidentiality of data.', 'Regularly review and optimize report performance and quality.', 'Familiarize oneself with ETL processes to aid in data extraction and transformation.', 'Stay updated with the latest industry trends and best practices in data analysis and AWS cloud analytics.', 'Provide training and support to team members on AWS Quicksight as needed.']",2 To 4 Years,"['analytical', 'Business Intelligence', 'Communication skills', 'English', 'Data Analysis', 'Amazon AWS', 'Information Technology (IT)']"
