,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
139,Senior Back End Developer - Node JS/Express,TA telecom,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['4+ years of professional experience working with Node.js.', 'Solid understanding of asynchronous programming and event-driven architecture.', 'Familiarity with version control systems, preferably Git.', 'Familiarity with agile development methodologies', 'Experience building Restful APIs using Node.js', 'Experience using ExpressJS', 'Experience in both JavaScript and Typescript writing Node.js Applications.', 'Experience in firebase and OPENAI is a must. ', 'Experience with source control management systems (Git).', 'Good knowledge of CI/CD concepts and implementations.', 'Experience with database development including Relational DBs and NoSQL.', 'Experience with Amazon web services (AWS) (is a plus ).']","['Leverage your 4+ years of professional experience to design, develop, and maintain Node.js applications.', 'Utilize your expertise in asynchronous programming and event-driven architecture to create efficient and scalable solutions.', 'Demonstrate familiarity with version control systems, with a preference for experience in Git.', 'Showcase proficiency in both JavaScript and Typescript for writing Node.js applications.', 'Apply your experience in building Restful APIs, with a specific emphasis on using ExpressJS.', 'Showcase your essential experience in Firebase and OPENAI, contributing to the integration and utilization of these technologies.', 'Utilize your expertise in source control management systems, particularly Git, to ensure efficient collaboration within the development team.', 'Demonstrate familiarity with agile development methodologies, contributing to a fast-paced and collaborative team environment.', 'Exhibit good knowledge of CI/CD concepts and implementations, ensuring the delivery of high-quality software through automated processes.', 'Apply your expertise in database development, including both Relational DBs and NoSQL databases, to design and optimize data storage solutions.', '(Optional) Experience with Amazon Web Services (AWS) is a plus and will be considered an advantage.']",4 To 6 Years,"['Express.js', 'JavaScript']"
140,Software Developer,HITS Solutions,"Nasr City, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['Bachelor’s Degree in computer engineering / Computer Science / Mechatronics / Electronics & Communication Engineering / or any related discipline.', '1-3 Years of Experience.', 'Strong background in object-oriented development techniques.', 'Strong .NET Knowledge.', 'Solid knowledge of ASP.Net Core.', 'Solid knowledge of MVC and Razor.', 'Good experience in RESTful APIs.', 'Solid Knowledge of HTML5/CSS3 and modern web scripting and development (JavaScript, jQuery, Ajax, JSON, etc.).', 'Database design and development (Microsoft SQL Server).', 'Good knowledge of Bootstrap and Angular.', 'Good Knowledge of DevOps development.', 'Knowledge of Microservices and Docker is a plus.', 'Knowledge of Xamarin is a plus.']","['Design, build, and maintain efficient, reusable, and reliable code.', 'Develop, maintain and optimize scalable APIs.', 'Deliver the assigned tasks within due time frame and minimum percentage of bugs.', 'Investigate and research new technologies.', 'Review and refactor code.', 'Developing Integration Programs.', 'Working closely with other developers, UX designers, business and systems analysts.', 'Analyze code for performance enhancement and present detailed plans to improve them.']",1 To 3 Years,"['Information Technology (IT)', 'Computer Science', 'Engineering', 'Computer Engineering', 'Integration', 'Software Development', 'Software Engineering', 'JSON', 'JQuery', 'AJAX', 'javaScript', '.NET', 'HTML5', 'CSS3', 'SQL', 'OOP', 'DevOps', 'Communications Engineering', 'Electronics', 'Mechatronics', 'MVC', 'Microservices', 'Bootstrap']"
141,Full Stack Developer,TTC Technologies,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor in Computer engineering, or computer science ', '+5 years of experience', 'As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks, and third-party libraries. ', 'You should also be a team player with a knack for visual design and utility. ', 'Participating in the design and creation of scalable software.', ' Writing clean, functional code on the front- and back-end. ', 'Testing and fixing bugs or other coding issues with excellent communication and teamwork skills. ', 'Great attention to detail, organizational skills, and analytical mind.', 'Proven experience as a Full Stack Developer', ' Proven experience in the back-end programming language (ASP.net, ASP core)', 'Familiarity with databases (MySQL or  PostgreSQL or MS SQL), ', 'Familiarity web servers (Apache)', 'Proven experience in the front-end languages and libraries ( HTML/ CSS, JavaScript, XML, jQuery)', 'Working with hardware (e.g., communication devices, cameras, …)', 'back-end programming language (e.g.#, PHP, Python)', 'Familiarity with databases (e.g., MongoDB), web servers (e.g. Nginx)', 'Proven experience in front-end languages and libraries (e.g., react, angular)', 'Knowledge of GIS ', 'Web development framework  (e.g. laminas)', 'Experience developing desktop or mobile applications']","['We are looking for a Full Stack Developer to produce scalable web applications solutions you’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.', 'Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Write technical documentation', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Work with data scientists and analysts to improve software', 'Design and implement database', 'Design test plan, and write test cases', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Design and construction of our REST API', 'Working on site, under pressure.']",3 To 6 Years,"['Full Stack', 'Software Development', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Software', 'javaScript', 'PHP', 'Angular', 'React', 'HTML', 'CSS']"
142,Sennior Python Django Backend Developer,Your Parts,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Expert in Python, with knowledge of Django Web Framework', 'Working knowledge of SQL languages and ORMs', 'Very strong understanding of building RESTful APIs', 'Bonus points for FastAPI framework experience(for microservices),', 'Worked with Django application deployment on AWS, Heroku, GCP\nplatforms.', 'Basic understanding of front-end technologies, such as JavaScript, HTML5,\nand CSS3', 'Understanding of accessibility and security compliance', 'Knowledge of user authentication and authorization between multiple\nsystems, servers, and environments', 'Familiarity with event-driven programming in Python', 'Able to create database schemas that represent and support business\nprocesses', 'Strong unit test and debugging skills']","['Writing reusable, testable, and efficient code', 'Design and implementation of low-latency, high-availability, and performance\nefficient applications', 'Integration of user-facing elements developed by front-end developers with server side logic', 'Implementation of security and data protection', 'Integration of data storage solutions']",4 To 6 Years,"['Python', 'Django', 'RESTful', 'FastAPI', 'Information Technology (IT)', 'Computer Science', 'javaScript', 'HTML5', 'SQL', 'Programming', 'AWS', 'Front-End', 'Debugging', 'Back-End Development', 'Software Development']"
143,Full Stack (.Net Developer),qTech.,"Mansoura, Dakahlia",Full Time,Experienced (Non-Manager),"['More than 2 year of experience.', 'Bachelor’s degree in Computer Science, Software Engineering, or similar field.', 'Strong understanding of object-oriented programming', 'Strong knowledge of .NET (C#) web framework.', 'Strong Knowledge in ASP.Net MVC', 'Strong Knowledge of JavaScript', 'Strong in .Net Core, .Net5 and .Net6', 'Familiarity with the ASP.NET framework', 'Working With API (REST, RPC)', 'Knowledge about TFS Server is preferred', 'Problem solving skills, high business flexibility aspects, dynamic and initiative person.', 'High presentation skills, interactive/ communication skills', 'Excellent knowledge of English language (written and spoken).', 'Writing clean, readable, and easily maintainable code', 'Excellent troubleshooting and communication skills', 'Attention to details.']","['Developing new software applications.', 'Working closely with business analysts, designers and quality control.', 'Reviewing current systems, and Presenting ideas for system improvement.', 'Combining all elements of the program design.', 'Reacting to problems and correcting the program as necessary.', 'Adapting the program to new requirements, as necessary.', 'Is competent in all or some stages of the systems development life cycle – analysis, design, development and testing, implementation, documentation, and evaluation.', 'Revises software code to make it more efficient and be able to detect bugs in the code.', 'Demonstrates the initiative and method for solving different problems, and propose effective solutions for those problems.', 'Tests their own code before sending it to QC.']",More Than 2 Years,"['ASP.NET', 'Information Technology (IT)', '.NET', 'jQuery', 'Software Development', 'Computer Science', 'javaScript', 'C#', 'Computer Engineering', 'TFS', 'HTML', 'API', 'REST', 'RPC', 'ASP.NET MVC', 'English', 'ASP', 'Software Engineering', 'Engineering', 'Software']"
144,Java/React developer,ThinkTech IT,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['BSc. degree in Computer Science, Engineering or a related subject', 'Experience in the Spring Framework', 'Experience in developing web applications using at least one popular web framework (Spring MVC, etc…)', 'Familiar with at least one SQL db (Oracle or SQL).', 'Experience in React, contributing to one project at least.', 'Object Oriented analysis and design using common design patterns.', 'Experience in Microservice architecture is a plus.', 'Experience in using Micronuts framework is a plus.', 'Experience in using SonarQube is a plus.']","['Working on full stack projects, with java as a backend and React as a frontend.', 'Contribute in all phases of the development lifecycle.', 'Work remotely and effectively with a team.', 'Familiar with Jira and Bitbucket.', 'Write efficient, testable and maintainable code.', 'Working in agile environment.']",2 To 5 Years,"['Java', 'MVC', 'React', 'Spring MVC', 'Spring', 'Microservice Architecture', 'Microservices', 'Miconuts']"
145,Senior Java Backend Developer,Basata,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Experience in Java/Spring/Mybatis/Wicket.', 'Experience in developing web services using JEE/Java/Spring in relation to APIs.', 'Experience with JSON, XML, SOAP and Client-Server communication.', 'Experience with PostgreSQL and use of JDBC.', 'Clear understanding of design patterns and API design patterns.', 'Experience with Git version control system and branching strategies.', 'Experience working in Agile/Scrum development environment.', 'Experience with Redmine or similar issue tracking tools.', 'Excellent communication skills.', 'Attention to details.', 'Analytical mind and problem-solving aptitude.', 'Strong organizational skills.', 'English is a must (you should be able to communicate effectively in an English speaking environment)', 'Understanding of the micro services architecture, Docker, Kubernetes is a plus', 'General understanding in cloud infrastructures (AWS, Azure).', 'Experience with e-Commerce and FinTech industry is a plus']","['Interact with the product team to understand product requirements.', 'Participate in product design reviews and provide input on requirements, product design, and potential problems.', 'Suggest functionality improvements based on usability standards.', 'Follow outlined standards of quality related to code and systems.', 'Develop automated tests, conduct unit tests, integrations tests and performance tuning.', 'Help troubleshoot issues.', 'Work with cross-functional teams to ensure quality throughout the software development life cycle.']",5 To 8 Years,"['Java', 'Full Stack Development', 'Computer Science', 'Software Testing', 'Troubleshooting', 'JSON', 'MyBatis', 'Wicket', 'Java Jee', 'XML', 'SOAP', 'JDBC', 'AWS', 'Docker', 'Kubernetes', 'Information Technology (IT)', 'Software Development', 'Spring', 'Git', 'APIs', 'Agile', 'Design', 'JavaScript', 'Development']"
146,Front End Angular,RTR Software Solutions,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Job Requirements :\nB.Sc. degree in Computer Science or similar.\n2 years working in frontend web development.\nExtensive programming experience in HTML5, CSS3, and SASS.\nExcellent JavaScript knowledge.\nExtensive experience with Typescript.\nSolid understanding of RXJS.\nExtensive experience with tools like Redux, Web Pack, and Angular CLI.\nExtensive experience consuming REST APIs and working with observables.\nExtensive experience with client-side architecture and design patterns.\nExceptional knowledge of cross-browser compatibility issues and client-side performance considerations.\nExtensive experience with Git.\nExceptional problem-solving and ability to work independently.\nExceptional learning skills.\nCritical thinker and good problem solver.\nUnderstanding of Agile/SCRUM processes.']",[],2 To 3 Years,"['Computer Science', 'Angular', 'Web Development', 'Software Development', 'Information Technology (IT)', 'HTML5']"
147,Senior Front-End Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['+5 years of UI development experience', 'Knowledge of REST and web-based applications', 'Problem-solving skills to develop quick yet sound solutions to resolve complex issues', 'Extensive working experience building web applications', 'Experience with JavaScript libraries and frameworks such as Vuejs, React.js, ES5, and ES6, and knowledge of how to use and optimize them.', 'Good Knowledge of Front-end frameworks (bootstrap, foundation, etc.)', 'Basic understanding of CSS pre-processing platforms, such as LESS and SASS', 'Excellent Knowledge of CSS (3).', 'Excellent Knowledge of HTML (5).']","['Develop new user-facing features', 'Build reusable code and libraries for future use', 'Ensure the technical feasibility of UI/UX designs', 'Optimize application for maximum speed and scalability', 'Assure that all user input is validated before submitting it to the back-end', 'Collaborate with other team members and stakeholders', 'Optimize application for maximum speed and scalability', 'Coaching and mentoring team members']",More Than 5 Years,"['Bootstrap', 'Computer Science', 'front-end', 'HTML', 'Information Technology (IT)', 'CSS', 'JavaScript', 'Less', 'React', 'REST', 'Software Development', 'UI', 'sass', 'Vuejs', 'React.js', 'ES5']"
148,Front End Developer React,Confidential Company,"Haram, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science, information technology, or a similar field.', 'Previous experience working as a react.js developer.', 'In-depth knowledge of JavaScript, CSS, HTML, and front-end languages.', 'Knowledge of REACT tools including React.js, Webpack, Enzyme, Redux, and Flux.', 'Experience with user interface design.', 'Knowledge of performance testing frameworks including Mocha and Jest.', 'Experience with browser-based debugging and performance testing software.', 'Excellent troubleshooting skills.', 'Good project management skills']","['Responsible for the design and implementation of user interfaces (UIs) and UI components using React, a front-end JavaScript library. They develop and maintain UIs for web and mobile apps.', 'Meeting with the development team to discuss user interface ideas and applications.', 'Reviewing application requirements and interface designs.', 'Identifying web-based user interactions.', 'Developing and implementing highly responsive user interface components using react concepts.', 'Writing application interface codes using JavaScript following react.js workflows.', 'Troubleshooting interface software and debugging application codes.', 'Developing and implementing front-end architecture to support user interface concepts.', 'Monitoring and improving front-end performance.', 'Documenting application changes and developing updates.']",2 To 5 Years,"['Js', 'React', 'front-end', 'JavaScript', 'Software', 'HTML']"
149,Laravel Developer,Confidential Company,"Glim, Alexandria",Full Time,Entry Level (Junior Level / Fresh Grad),"['Proven experience as a Full Stack Engineer, with a focus on Laravel development.', ""Strong proficiency in PHP and Laravel, with deep understanding of Laravel's architecture, features, and ecosystem."", 'Proficient in front-end technologies, including HTML, CSS, and JavaScript, and experience with modern JavaScript frameworks like Vue.js or React.', 'Solid understanding of relational databases (MySQL, PostgreSQL) and experience with ORM tools (such as Eloquent).', 'Experience with version control systems, preferably Git, and familiarity with collaborative development workflows (e.g., pull requests, code reviews).', 'Knowledge of RESTful APIs and experience in building and consuming them.', 'Familiarity with cloud platforms (e.g., AWS, Azure), containerization (e.g., Docker), and deployment tools (e.g., Jenkins, GitLab CI/CD) is a plus.', 'Strong problem-solving skills and ability to quickly adapt to changing priorities and project requirements.', 'Excellent communication and collaboration skills, with the ability to work effectively within a team environment.', 'A portfolio or examples of previous projects demonstrating your Laravel expertise would be highly advantageous.']","['Collaborate with cross-functional teams, including product managers, designers, and other developers, to understand project requirements and deliver high-quality software solutions.', 'Design and develop robust, scalable, and efficient web applications using Laravel framework.', 'Implement responsive and user-friendly front-end interfaces using HTML, CSS, and JavaScript frameworks (such as Vue.js or React).', 'Create and optimize database schemas, queries, and performance to ensure efficient data storage and retrieval.', 'Write well-structured, reusable, and maintainable code following industry best practices and coding standards.', 'Conduct thorough unit and integration testing to identify and fix software defects, ensuring the application meets quality standards.', 'Stay updated with emerging technologies and industry trends, and propose innovative solutions to enhance our software development processes.', 'Collaborate in code reviews to maintain code quality, provide constructive feedback, and help mentor junior team members.', 'Troubleshoot and debug issues, identify root causes, and implement effective solutions to ensure smooth application performance.', 'Participate in Agile development methodologies, such as Scrum, and contribute to sprint planning, backlog grooming, and daily stand-up meetings.']",0 To 5 Years,"['laravel', 'Full Stack', 'MySQL', 'PHP']"
150,Laravel Developer,Storage it Solutions,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as a Laravel Developer or similar role', 'Strong knowledge of PHP, Laravel Framework, and MySQL', 'Knowledge of HTML, CSS, JavaScript, and jQuery front-end technologies', 'Experience with RESTful APIs, Git, and Agile development methodologies', 'Excellent problem-solving and analytical skills', 'A keen eye for detail and the flexibility to operate well under pressure', ""Bachelor's degree in Information Technology or a related field"", 'Preferred Python, Rust, GraphQL Background', 'Preferred Hardware Connectivity IO Background']","['Create, test, and maintain web-based applications using Laravel Framework.', 'Work with members of the other teams to design, develop, and implement software solutions.', 'Implement and manage the entire web application development lifecycle, from conception to delivery and post-launch maintenance.', 'Write clean, efficient, and well-documented code.', 'Make use of back-end data services and support the growth of current data services API.', 'Effectively communicate all project updates, evaluations, suggestions, schedules, and technical and procedural difficulties.', 'The development procedure, architecture, and similar information should all be documented.', 'Troubleshoot and debug software issues.', 'Continuously improve software quality and performance.', 'Keep up with the latest web development technologies and trends.']",5 To 7 Years,"['Computer Science', 'APIs', 'Git', 'Information Technology (IT)', 'Laravel', 'PHP', 'jQuery', 'JavaScript', 'HTML', 'front-end', 'CSS', 'Agile']"
151,Full Stack (Node/React) Developer,Anyware Software,"Maadi, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"['BS/MS degree in Computer Science, Engineering.', 'V. Good or Fluent in English.', 'Strong knowledge of modern JavaScript frameworks and libraries.', 'Real solid experience in frontend/backend development.', 'Strong Experience with HTML5, CSS3, JavaScript.', 'Excellent with Node.js (Express.js or Nest.js).', 'Strong Experience with React.js.', 'Solid understanding of Progressive Web Applications.', 'Web experience with developing responsive web design or applications.', 'Experience with web services API integration.', 'Good understanding of asynchronous requests and promises.', 'Experience with version control such as Git.', 'Experience with JS module patterns.', 'Extensive experience in design patterns and SOLID principles.', 'Google Cloud/AWS knowledge is a plus.', 'Java knowledge is a plus.']","['Anyware Software is searching for a motivated and enthusiastic Full Stack (Node/React) Developer to develop highly sophisticated mobile apps.', 'Work and share knowledge in teams alongside Fullstack and Mobile Developers to ensure all elements of web creation are consistent.', 'Report team progress with the top management.', 'Responsible for the development of a new highly-responsive, web-based user interface', 'Develop a flexible and well-structured front-end architecture, along with the APIs to support it', 'Developing new user-facing features using React.', 'Building reusable components and front-end libraries for future use']",1 To 3 Years,"['Node', 'React', 'AWS', 'Typescript']"
152,Senior Front End Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven work experience as a Front-end developer', 'Experience with JavaScript, CSS and jQuery', 'BSc degree in Computer Science or relevant field']","['Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']",5 To 7 Years,"['Information Technology (IT)', 'front-end', 'Computer Science', 'Software Development']"
153,Senior UI Developer,Confidential Company,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['Proven track record in building scalable web applications.', 'Experience working with Javascript frameworks CSS 3 or 4, Sass, HTML5, Bootstrap, Jquery, Angular JS and Angular2+.', 'Practical experience in using Adobe Photoshop, Adobe Illustrator, and Dreamweaver is a MUST.', 'Familiarity with RESTful APIs is a plus.', 'Pixel perfect design sensibilities.', 'Responsive & Adaptive design wisdom.', 'Always helpful, Positive, Team-Oriented, and Get-Things-Done attitude.', 'Designing websites & mobile applications.']","['Explore and study effective UI designs, trends, and best practices when it comes to interactions, animations, layouts, etc.', 'Create a vision, conceive designs, and consistently meet deadlines and requirements.', 'Design beautiful, intuitive interfaces for web and mobile app interfaces, while adhering to branding and design guidelines.', 'Translate a UX concept from wireframes and sketches into detailed UI design.', 'Development of responsive Frontend designs using tools such as CSS 3 or 4, Sass, HTML5, Bootstrap, Jquery, Angular JS and Angular TS.', 'Creating modern, interactive Frontend components with great usability based on Bootstrap and other frameworks.', 'Creating effective user flow and wireframes and propose new ideas.', 'Designing websites & mobile applications easy and effective to use.', 'Iterate on design in order to evaluate current UX and bring improvement to the look and feel for UX of the product.', 'Ensure the UI Compatibility cross defiant platform and different browsers.', 'Coordinate with the Architect and Senior developers to choose the best control library that should be suitable for the business case.']",3 To 7 Years,"['Sass', 'HTML5', 'CSS3', 'Bootstrap', 'Adobe Photoshop', 'Adobe Illustrator', 'RESTful', 'API', 'Computer Skills', 'Computer Science', 'Information Technology (IT)', 'UI', 'Design', 'UX', 'DreamWeaver', 'Software Development', 'javaScript', 'Angular', 'CSS', 'jQuery', 'APIs']"
154,PHP Developer,Kick Start Interactive,"Dokki, Giza",Full Time,Experienced (Non-Manager),[],[],2 To 4 Years,"['Computer Science', 'API', 'Laravel', 'PHP', 'Linux', 'Software Development', 'MVC', 'Design', 'CMS']"
155,Wordpress Developer,EITS Group,"Mohandessin, Giza",Full Time,Experienced (Non-Manager),"['Minimum of 3+ years’ experience in a fast-paced', 'Knowledgeable of the e-Commerce space that includes marketing strategies, product development, competitive strategies, consumer research, industry trends and usability best practices.', 'woo commerce ', 'word press developer ']","['Proven work experience as a Content manager', 'woo commerce ', 'Hands on experience with MS Office and WordPress', 'Basic technical knowledge of HTML and web publishing', 'Knowledge of SEO and web traffic metrics', 'Familiarity with social media', 'Excellent writing skills in English', 'Attention to detail', 'Good organizational and time-management skills', 'BSc degree in Journalism, Marketing or relevant field']",3 To 6 Years,"['developer', 'WordPress', 'Woo commerce']"
156,Senior Dotnet Developer,e,finance,Full Time,Experienced (Non-Manager),"['Strong understanding of Object-oriented principles and programming', 'Proficient in the following fields: .NET Framework 4.0+, C#, ASP.NET, MVC.', 'MS SQL server 2008+ (Database design and development).', 'Strong knowledge in software security', 'Ensure the best possible performance, quality, and responsiveness of applications', 'Understanding of fundamental design principles for building a scalable application', 'Experience with development source control (TFS, Git)', 'Agile methodologies, DevOps and CI/CD pipelines, Team Foundation Server.', 'JavaScript, HTML5, XHTML, AJAX, jQuery, XML, JSON, Bootstrap, Angular JS, CSS3.', 'Web Services, WCF, Restful APIs.', 'Reporting: Crystal reports and Microsoft reports.', 'Preferred Years of Experience: 3-5 in software development.']","['Analyze, design, coordinate and supervise the development of software systems to form a basis for the solution of information processing problems.', 'Analyze system specifications and translate system requirements to task specifications for junior programmers.', 'Design and develop programming systems making specific determinations about system performance.', 'Responsible for development of new programs, analyzes current programs and processes, and making recommendations which yield a more cost effective product.', 'Writes, edits, and debugs new computer programs for assigned projects, including neces\xadsary records and desired output.', 'Responding promptly and professionally to bug reports.', 'Review and repair legacy code.', 'Expected to conduct system analysis and development, with limited support from profes\xadsional staff, to keep our systems current with changing technologies.', 'Responsible for analysis of current programs including performance, diagnosis and trou\xadbleshooting of problem programs, and designing solutions to problematic programming.', 'Responsible for developing new programs and proofing the program to develop needed changes to assure production of a quality product.', 'Document code consistently throughout the development process by listing a description of the program, special instructions, and any changes made in database tables on procedural, modular and database level.', 'Responsible for reading, understanding, and utilizing all part and assembly prints, forms, spreadsheets, bills of material, specification sheets, and technical references.', 'Responsible for utilizing tools and equipment involved in performance of essential func\xadtions of programming including measuring instruments·', 'Responsible for planning, processing and performing all jobs in an efficient manner with no assistance from the supervisor.']",3 To 5 Years,"['.Net', 'Agile', 'Angular', 'Computer Science', 'HTML5', 'Information Technology (IT)', 'jQuery', 'MVC', 'Software', 'Software Development', 'Software Engineering', 'SQL']"
157,Oracle BPM Sr. Developer,egabi solutions,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"['5+ Years of experience', 'Strong experience with oracle BPM', 'Strong experience with BPM API integration', 'Strong Knowledge in core of JavaSE / JavaEE', 'Hands-on experience with oracle ADF', 'Good knowledge in Oracle database SQL & PLSQL', 'Strong knowledge in object-oriented programming and design patterns.', 'Strong knowledge in web services.']","['Desire to work in a collaborative, team-based environment across both client and internal initiatives', 'Support the implementation team with planning, scoping, and the creation of technical solutions', 'Partner with internal stakeholders to integrate business knowledge and understand functional requirements', 'Collaborate with cross-functional leaders to architect, design, develop, test, and release new features', 'Provide architectural guidance and support to internal stakeholders and implementation teams to enhance and build innovative applications for clients', 'Deliver clear communication on requirements and system processes to the client’s internal stakeholders in non-technical roles', 'Consult with technical implementation staff to ensure that the best strategy is being used to meet the client’s business needs']",4 To 8 Years,"['BPM', 'Design', 'Information Technology (IT)', 'Software Development']"
158,Senior Odoo Developer,Boutiqaat,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Must have sound knowledge of Odoo MVC architecture.', '5-10 years of hands-on experience in developing and configuring Odoo applications/modules in Sales, Purchase, Delivery, Accounting, e-commerce, web Reporting, etc.', 'Minimum 4 years of ERP experience', ""Must be aware of Odoo's latest version and ORM API."", 'Must be aware of Odoo Enterprise solutions.', 'Must know popular open-source IDE such as Eclipse or PyCharm.', 'Must be aware of the Odoo App Store and popular third-party module authors such as OCA.', 'Must have code optimization skills and proactively look for ways to improve the architecture, code, and operations.', 'Must have experience with Scrum/Agile development methodologies.', 'Proficiency in Python, Javascript, XML.', 'Readiness to learn a new language and frameworks.', 'Must be a self-starter & and be able to work with minimum supervision.', 'Hands-on experience in Linux/Unix development environments is a must.', 'Excellent knowledge of version control systems like GIT, Bitbucket, etc including branching and merging.', 'Excellent analytical and problem-solving skills.', 'Sound judgment and independent decision-making regarding the viability of ERP solutions and abstract concepts.', 'Experience in writing SQL queries for PostgreSQL']","['Carrying out Odoo development activities for Customization, Code Migration, Data Migration, import, Generating BI Reports, Output Documents, Functional Test/User Acceptance Tests, Automation Tests, and Unit Tests.', 'Analyze and clarify functional specifications, write technical specifications, design the technical structure of the solution, and implement business logic.', 'Work closely or in coordination with the Technical Lead as needed to plan, scope, design, develop, test, implement, support, and enhance Business applications and their features/solutions.', 'Understanding the requirements and participating in project planning by giving an estimation of the work to the Technical Lead.', 'Application development using Odoo framework & and components.', 'Bug fixing, performance optimization, and production support.', 'Be part of Sprint meetings to discuss project development progress/challenges/scope etc and also assist the ERP Technical Lead in preparing the Sprint report.', 'Make sure to follow the prescribed coding and development best practices to give high-quality output as per the requirement.', 'Adherence to the latest development methods like continuous deployment & and integration.', 'Contribution to Odoo open-source projects, participation in Odoo technical community discussions, online forums, or interest groups.', 'Assess the impact of potential changes/customizations in Odoo’s core business apps, and implement solutions to mitigate negative outcomes.', 'Document and demonstrate solutions by developing documentation, flowcharts, algorithms, data-flow diagrams, layouts, user-flow diagrams, charts, code comments, and keeping code clean, readable, and optimized.', 'Must possess a strong learning curve and should be willing to keep themselves abreast and continuously updating their job knowledge by studying state-of-the-art development tools, programming techniques, latest cloud services, modern programming/technical concepts for personal upscaling, and in turn meeting organizational needs as well.', 'Developing technical documentation to guide future software development projects.']",3 To 8 Years,"['Agile', 'Computer Science', 'Development', 'ERP', 'Information Technology (IT)', 'Odoo', 'Python', 'SQL', 'XML', 'Linux', 'JavaScript', 'Git']"
159,Senior WordPress Developer - Freelance,Alexandria For Programming,"Bolkly, Alexandria",Part Time,Entry Level (Junior Level / Fresh Grad),[],[],3 To 20 Years,"['WordPress', 'WordPress developer', 'seo', 'php']"
160,Senior Backend Developer,FlapKap,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['You have the capacity to work autonomously in a rapidly changing and sometimes ambiguous environment', 'You have previous experience (4+ years) developing server-side solutions at considerable scale', ""You've worked with any JVM language before"", ""We're confident that great engineers can quickly get up to speed, and we'll provide the support and time you need to do that"", 'Competitive Salaries', 'Hybrid working environment', 'Paid time off', 'Healthcare coverage', 'A highly collaborative team environment that will support your professional and personal growth', 'A culture of learning and innovation', 'Office located at Maadi, Cairo']","['Design, develop and test new features and maintain old ones', 'Optimize our codebase for quality and scalability', 'Enhance our practice in continuous integration, test automation and other state of the art practices', 'Collaborate with other team members and stakeholders', 'Mentor junior members of the team to grow our skill base']",4 To 8 Years,"['Java', 'Spring Boot', 'Spring MVC', 'spring Framework', 'jvm', 'Software Development', 'Software Engineering', 'Amazon', 'AWS', 'Kotlin', 'Java Software Development', 'Java Development', 'Java SE', 'Information Technology (IT)', 'Computer Science']"
161,Golang Developer,CYBERAWARESECURITY,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Degree in a Computer Science field or related field preferred, as well as prior\nexperience (minimum two years) as a Golang Developer. Fluent in Arabic\nand English.', 'You possess strong knowledge of common Goroutine and channel\npatterns.', 'You have expertise in the full suite of Go frameworks and tools.', 'You understand dependency management tools such as Godep, Sltr,\netc.', 'You have strong knowledge of Go templating language and code\ngeneration tools, such as Stringer.', 'You are experienced in using code versioning tools such as Git or\nequivalent.', 'You have experience with RESTful APIs.', 'You have experience with database systems (SQL/ No-SQL).', 'You are familiar with various testing tools.', 'You are a team player and problem solver with good communication\nskills.']","['Building optimized, scalable, and efficient applications using Go', 'Troubleshooting and debugging to optimize performance.', 'Developing and coding back-end components and connecting\napplications to other web services.', 'Exploring new technology solutions to enhance functionality\ncontinually.', 'Providing code documentation and other inputs to technical\ndocuments.', 'Participating in code reviews.']",2 To 5 Years,"['APIs', 'Software Development', 'Go', 'Golang', 'Information Technology (IT)', 'RESTful', 'Software Engineering', 'Testing', 'Computer Science', 'SQL', 'Git']"
