,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
43,"Software Engineer - Backend, Fintech",Optasia,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science or a related discipline"", 'At least 3 years experience in back end platforms development with solid programming abilities in Java (EE)', 'Knowledge of Relational Database technology', 'Knowledge of NoSQL will be considered a plus', 'Strong core Java development skills for server-side needs.', 'Experience in Spring Framework / Spring Boot', 'Familiar with Cassandra/MongoDB or Similar No SQL DB', 'Experience in Message Queue Like Active MQ/Kafka.RabbitMQ', 'Excellent analytical and time management skills', 'Teamwork skills with a problem-solving attitude', 'Experience in working with secure code development guidelines and coding practices (i.e. OWASP, NIST)']","['Design, code, test, analyze, evaluate, debug and document application programs in Java (EE) technologies', 'Design and implement processes, workflow, and data models according to the requirements', 'Provide assistance in the creation of the system design and functional specifications', 'Identify and apply appropriate modern technologies and techniques for software development', 'Maintain and enhance existing code and database schemas', ""Closely collaborate with other teams while assisting in evolving the company's product"", 'Maintain systems by monitoring and correcting software defects', 'Develop existing programs by analyzing and identifying areas for modification']",3 To 6 Years,"['Software Development', 'Software Engineering', 'Java', 'Spring', 'Spring Boot', 'Java Development', 'Java Software Development', 'Back-End Development']"
44,Front End Developer,Erpplus5,"Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),"['Proven work experience as a Front-end developer', 'Hands on experience with markup languages', 'Experience with JavaScript, CSS and jQuery', 'Familiarity with browser testing and debugging', 'In-depth understanding of the entire web development process (design, development and deployment)', 'Understanding of layout aesthetics', 'Knowledge of SEO principles', 'Familiarity with software like Adobe Suite, Photoshop and content management systems', 'An ability to perform well in a fast-paced environment', 'Excellent analytical and multitasking skills', 'BSc degree in Computer Science or relevant field']","['Use markup languages like HTML to create user-friendly web pages', 'Maintain and improve website', 'Optimize applications for maximum speed', 'Design mobile-based features', 'Collaborate with back-end developers and web designers to improve usability', 'Get feedback from, and build solutions for, users and customers', 'Write functional requirement documents and guides', 'Create quality mockups and prototypes', 'Help back-end developers with coding and troubleshooting', 'Ensure high quality graphic standards and brand consistency', 'Stay up-to-date on emerging technologies']",1 To 4 Years,"['Software', 'Computer Science', 'CSS', 'Development', 'Design', 'Web Development', 'JavaScript', 'front-end']"
45,Senior Full Stack Developer 23005,Ditech Egypt,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Minimum 7 years of experience in both front end and backend technologies', 'Experience in architecting modern, scalable and high performing full stack web applications', 'Database management experience with MySQL, PostgreSQL, Oracle and Elastic Search', 'JavaScript, TypeScript and SCSS', 'Foundation, Bootstrap and other CSS (Bootstrap and other frameworks)', 'JavaScript frameworks like ReactJS, VueJS\n ', '.NET , C#', 'MySQL, PostgreSQL, Oracle, and MongoDB.', 'Apache, Nginx, ISS, Springboot, FastAPI, etc.', 'API design and development', 'Elasticsearch, Redis', 'Big data technologies', 'Ability to work under high pressure and complete project under tight deadlines', 'Comfortable multi-tasking and working as part of a global team, as well as working independently and taking ownership', 'Adaptive to ambiguity and willing to change in a fast-paced environment', 'Strong organizational and project management skills', 'Team management and coordination', 'Stellar visual skills and attention to detail', 'Understanding of CI/ CD, Docker, Kubernetes and an appreciation for DevOps techniques', 'Excellent verbal communication skills', 'Good problem-solving skills']","['Developing front end website architecture', 'Designing user interactions on web pages', 'Developing back end website applications', 'Creating servers and databases for functionality', 'Working alongside graphic designers for web design feature', 'Seeing through a project from conception to finished product', 'Designing and developing the dashboard', 'Dynamic presentation of high-volume data using charts', 'Strong understanding of UI/ UX, and assuring a better UI/UX;', 'Designing and developing APIs', 'Review and estimate requirements while working with your team to plan agile sprints related to application and process development roadmaps', 'Commit and organize source code in GitHub enterprise', 'Meeting both technical and consumer needs', 'Staying abreast of developments in web applications and programming languages', 'Test applications, software, and websites']",More Than 7 Years,"['C#', 'ASP.NET', 'SQL', '.NET', 'MVC', 'Angular', 'Computer Science', 'Information Technology (IT)', 'Microsoft SQL Server', 'CSS', 'HTML', 'jQuery', 'ADO.NET', 'Software Development', 'Full Stack', 'Bootstrap', 'Front end', 'front-end', 'JavaScript', 'MongoDB', 'MySQL']"
46,Backend Developer .Net,WSC,"Giza, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer programming, computer science, or a related field.', 'More education or experience may be required.', 'Strong understanding of the web development cycle and programming techniques and tools.', 'Focus on efficiency, user experience, and process improvement.', 'Excellent project and time management skills.', 'Strong problem-solving and verbal and written communication skills.', 'Ability to work independently or with a group.', 'Willingness to sit at a desk for extended periods.', 'Proficient in programming using C#, MSSQL.', 'Proficient in web technologies including Asp.net MVC, Web API JSON, HTML, JavaScript, jQuery, AJAX.', 'Familiarity with Net Core', 'Familiarity with Angular', 'Strong understanding of object-oriented programming', 'Skill for writing reusable libraries', 'Familiar with various design and architectural patterns', 'Understanding of fundamental design principles for building a scalable application', 'Experience creating database schemas that represent and support business processes', 'Experience in implementing automated testing platforms and unit tests', 'Proficient understanding of code versioning tools such as Git, TFS', 'Knowledge in Azure services', 'Strong knowledge of angular framework and frontend library experience', 'Knowledge of Umbraco is a plus.']","['Participating in the entire software development life cycle, debugging applications, and configuring existing systems.', 'Analyze system requirements and prioritize tasks', 'Writing clean, testable code using .NET programming languages (C#, MVC, Web API, .Net Core, JS, Angular)', 'Test and debug various .NET applications', 'Review and refactor code', 'Document development and operational procedures', 'Compile and analyze data, processes, and codes to troubleshoot problems and identify areas for improvement.', 'Collaborating with the front-end developers and other team members to establish objectives and design more functional, cohesive codes to enhance the user experience.', 'Developing ideas for new programs, products, or features by monitoring industry developments and trends.', 'Recording data and reporting it to proper parties, such as clients or leadership.', 'Participating in continuing education and training to remain current on best practices, learn new programming languages, and better assist other team members.', 'Taking lead on projects, as needed.']",4 To 8 Years,"['Programming', 'Software Development', 'Back-End Development', '.Net', 'ASP.NET Core', 'Angular', 'Redis', 'RabbitMQ']"
47,Senior Backend Node.js Developer - Mongo DB,QARA,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's or Master's degree in Computer Science, Engineering, or a related field."", 'Proven experience as a Backend Developer, with a focus on Node.js and MongoDB.', 'Strong proficiency in Node.js and frameworks such as Express.js.', 'Solid understanding of MongoDB and experience with designing efficient database schemas.', 'Experience with RESTful API development and integration.', 'Knowledge of asynchronous programming and event-driven architecture.', 'Familiarity with front-end technologies such as HTML, CSS, and JavaScript.', 'Understanding of code versioning tools, such as Git.', 'Ability to write unit tests and perform debugging and profiling.', 'Excellent problem-solving and analytical skills.', 'Strong communication and teamwork abilities.']","['Design, develop, and maintain high-quality backend applications using Node.js and MongoDB.', 'Collaborate with cross-functional teams, including front-end developers, product managers, and designers, to understand requirements and deliver scalable solutions.', 'Write clean, efficient, and maintainable code that adheres to industry best practices and coding standards.', 'Optimize the application for maximum performance, scalability, and security.', 'Identify and address performance bottlenecks, debugging and resolving technical issues.', 'Conduct code reviews to ensure code quality, maintainability, and adherence to project guidelines.', 'Collaborate with the DevOps team to deploy applications and ensure proper monitoring and logging.', 'Stay up-to-date with the latest industry trends, technologies, and frameworks in backend development.']",3 To 5 Years,"['MongoDB', 'Node.js', 'CSS', 'JavaScript', 'HTML', 'Express.js', 'Computer Science', 'Information Technology (IT)', 'Software Development', 'front-end', 'Back-End Development']"
48,PHP Developer,The Translation Gate,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"[""Education: Bachelor's Degree in Computer Science strongly preferred."", 'Experience: 3+ years of experience developing in PHP.', 'PHP & MySQL is a must', 'HTML & CSS is a must', 'Familiar with Codeigniter Framework.', 'Very well understanding of JavaScript concepts and based frameworks.', 'Node.JS is a big plus.', 'Strong understanding of front-end optimization techniques.', 'Knowledge of professional software engineering practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations.', 'Motivated by writing fast, scalable code with test-ability in mind.', 'Keep up-to-date on the latest front-end techniques and trends, respond to customer feedback & testing.', 'Self-motivated, and can excel in a team-based environment.']","['Developing, debugging, and optimizing PHP code.', 'Develop and deploy new features to facilitate related procedures and tools if necessary', 'Interpreting design specifications and functional requirements.', 'Contribute in all phases of the development lifecycle', 'Creating consistent code documentation', 'Design of the overall architecture of the web application', 'Optimization of the application for maximum speed and stability', 'Implementation of security and data protection', 'Designing and Integrating of the front-end and back-end aspects of the web application']",More Than 3 Years,"['Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Software Development', 'Software Engineering', 'Web Development', 'PHP', 'HTML', 'CSS', 'MVC', 'AJAX', 'javaScript', 'jQuery', 'CodeIgniter', 'front-end', 'MySQL', 'Software', 'Engineering', 'Development']"
49,Senior PHP Developer (Laravel),Our Education,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Strong knowledge of PHP web frameworks ""Laravel Mainly"".', 'Proficient Understanding the fully synchronous behavior of PHP.', 'Proficient Understanding of MVC design patterns.', 'Proficient understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.', 'Good Knowledge of object-oriented PHP programming.', 'Fair to strong knowledge of socket.io , firebase, node.js, GO lang.', 'Understanding accessibility and security compliance.', 'Strong knowledge of the common PHP or web server exploits and their solutions.', 'Understanding fundamental design principles behind a scalable application.', 'User authentication and authorization between multiple systems, servers, and environments.', 'Integration of multiple data sources and databases into one system.', 'Familiarity with the limitations of PHP as a platform and its workarounds.', 'Creating database schemes that represent and support business processes.', 'Proficient understanding of code versioning tools, such as Git.', 'Good understanding of SEO principles and ensuring that application will adhere to them.', 'Strong background of NginX.']","['We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users.', 'Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end and mobile apps.']",3 To 5 Years,"['PHP', 'Computer Science', 'Laravel', 'HTML5', 'CSS3', 'MVC', 'Programming', 'javaScript', 'Information Technology (IT)', 'Servers', 'Git', 'Front-End', 'Software Development', 'Software Engineering']"
50,Laravel Developer,Storage it Solutions,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven work experience as a Laravel Developer or similar role', 'Strong knowledge of PHP, Laravel Framework, and MySQL', 'Knowledge of HTML, CSS, JavaScript, and jQuery front-end technologies', 'Experience with RESTful APIs, Git, and Agile development methodologies', 'Excellent problem-solving and analytical skills', 'A keen eye for detail and the flexibility to operate well under pressure', ""Bachelor's degree in Information Technology or a related field"", 'Preferred Python, Rust, GraphQL Background', 'Preferred Hardware Connectivity IO Background']","['Create, test, and maintain web-based applications using Laravel Framework.', 'Work with members of the other teams to design, develop, and implement software solutions.', 'Implement and manage the entire web application development lifecycle, from conception to delivery and post-launch maintenance.', 'Write clean, efficient, and well-documented code.', 'Make use of back-end data services and support the growth of current data services API.', 'Effectively communicate all project updates, evaluations, suggestions, schedules, and technical and procedural difficulties.', 'The development procedure, architecture, and similar information should all be documented.', 'Troubleshoot and debug software issues.', 'Continuously improve software quality and performance.', 'Keep up with the latest web development technologies and trends.']",5 To 7 Years,"['Computer Science', 'APIs', 'Git', 'Information Technology (IT)', 'Laravel', 'PHP', 'jQuery', 'JavaScript', 'HTML', 'front-end', 'CSS', 'Agile']"
51,Full Stack WordPress Developer,Lawyersorted,"London, United Kingdom",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience)."", 'Minimum of 5 years of professional experience in custom WordPress development.', 'Expertise in WordPress, HTML, CSS, JavaScript, PHP, and MySQL. Familiarity with front-end frameworks like Bootstrap and version control systems like Git is highly desirable.', '·Extensive knowledge of PHP and experience in developing custom WordPress themes and plugins from scratch.', 'Proficiency in working with WordPress APIs, hooks, and filters to extend functionalities.', 'Experience with MySQL or other relational databases and the ability to write efficient database queries.', 'Solid understanding of web standards, cross-browser compatibility, and performance optimization techniques.', 'Knowledge of SEO best practices and techniques for improving website visibility.', 'Excellent communication and collaboration skills to work effectively within a team.', 'Knowledge of website security best practices, including SSL implementation, data encryption, and vulnerability management.', 'Experience with front-end and backend frameworks like Bootstrap, Php, javascript, React, Vue.js, or Angular, and backend technologies like Laravel and NodeJS.', 'Familiarity with CSS preprocessors like Sass or LESS.', 'Knowledge of server administration and hosting environments.', 'Experience with e-commerce platforms and integrations.', 'Understanding of accessibility standards and best practices.', 'Familiarity with graphic design tools such as Adobe Photoshop or Sketch.']","['Design and develop custom WordPress themes, templates, and plugins to create visually appealing and user-friendly websites.', 'Write efficient, clean, and well-documented code using HTML, CSS, JavaScript, PHP, and other relevant programming languages.', 'Customise and extend existing WordPress functionalities using hooks, filters, and custom post types.', 'Optimise websites for speed, performance, and search engine optimization (SEO) best practices.', 'Test and debug thoroughly to ensure compatibility across different browsers and devices.', 'Integrate third-party APIs, plugins, and tools to enhance website functionality and user experience.', 'Work with the design team to implement responsive and mobile-friendly designs.', 'Troubleshoot and resolve technical issues related to WordPress websites.', 'Collaborate with the analytics team to implement tracking codes, analyse website performance data, and provide insights for continuous improvement.', 'Implement robust security measures to protect websites against potential threats and vulnerabilities, ensuring the safety of user data and compliance with relevant regulations.', ' Assist in managing and updating website content, including profiles, blog posts, legal resources, and user-generated content.']",5 To 7 Years,"['Github', 'WordPress', 'HTML', 'CSS', 'JavaScript', 'PHP', 'MySQL', 'SSL', 'Bootstrap', 'Front-End Development']"
52,Senior Front End Developer (React.js),InnovaDigits,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['4 to 7 years of work experience as a Front-end developer, with expertise in React-JS.', 'Strong proficiency in JavaScript, including DOM manipulation, the JavaScript object model, and newer specifications of ECMAScript.', 'Strong proficiency in TypeScript, ensuring every file in the code is fully typed.', 'In-depth understanding of the entire web development process (design, development, and deployment).', 'A knack for benchmarking and optimization.', 'Good understanding of CSS libraries, especially Tailwind CSS.', 'Experience with popular react-wide state management tools such as Context API, Redux, RTK, and RTKQ.', 'Familiarity with RESTful APIs and modern query systems like RTKQ.', 'Ability to perform well in a fast-paced environment.', 'Ability to understand business requirements and translate them into technical requirements.', 'Proficient understanding of code versioning tools, such as Git.', 'Familiarity with Scrum/Agile development methodologies.', 'Good experience in dealing with webpack, NPM packages, and scripts.', ""Bachelor's degree in Computer Science or a related technical field, or equivalent experience."", 'Modern JS Frameworks (React - Next) with TypeScript.', 'CSS/SASS and Tailwind CSS.', 'UI libraries such as Mantine UI.', 'Form validation libraries such as React Hook Form.', 'Redux - RTK - RTKQ.', 'Version control with Git and GitHub.', 'Docker.', 'Full-Time work - Remotely.', 'Medical Insurance.', 'Two Days Off Weekly.']","['Translate UI/UX design wireframes into front-end code that produces visual elements of the application.', 'Work with UI/UX designers to bridge the gap between graphical design and technical implementation.', 'Take ownership of projects and collaborate with other teams and partners.', 'Maintain and improve existing websites.', 'Ensure responsiveness and mobile-friendly design implementation.', 'Collaborate with back-end developers and web designers to improve usability.', 'Ensure high-quality graphic standards and brand consistency, following standard code styles.', 'Stay up-to-date on emerging technologies.', 'Build reusable code and libraries for future use, ensuring component scalability.', 'Ensure the technical feasibility of UI/UX designs and deliver pixel-perfect solutions.']",4 To 7 Years,"['Agile', 'Computer Science', 'Design', 'CSS', 'front-end', 'Information Technology (IT)', 'Git', 'JavaScript', 'Software Engineering', 'Web Development', 'ui', 'Software Development', 'React', 'Sass']"
53,Laravel Developer,CyberX,"Cairo, Egypt",Full Time,Experienced (Non-Manager),[],"['Design and build advanced applications for our platforms', 'Collaborate with cross-functional teams to define, design, and ship new features', 'Work with outside data sources and APIs', 'Unit-test code for robustness, including edge cases, usability, and general reliability', 'Work on bug fixing and improving application performance', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency']",More Than 3 Years,"['Laravel', 'Laravel Framework', 'Full Stack Development', 'PHP', 'Web Applications', 'Back-End Development']"
54,Senior Full Stack Developer (Asp.net Core– Angular),qTech.,"Mansoura, Dakahlia",Full Time,Experienced (Non-Manager),"['Proven experience as a .NET Developer 1-3 ', 'Excellent experience in asp.net core / RESET Api ', 'Excellent experience in entity frame work core ', 'Excellent experience in SQL servers', 'Excellent experience in angular ', 'Extensive working knowledge of coding using C# .NET and HTML5/CSS3', 'Upgrading, configuring, and debugging existing WinForms applications', 'Good troubleshooting skills                                          ', 'JWT Authentication mechanism', 'Real time app (WebSocket – signal R) ', 'DevExpress Applications', 'Git version control ']","['We are looking for an ASP.NET Core and angular developer to be responsible for designing applications. The responsibilities of ASP.NET include writing code, designing solutions for applications, and improving functionality.', 'You should demonstrate excellent problem-solving skills, high-quality coding skills, and the ability to manage your time efficiently with a keen eye for detail and work independently.']",More Than 4 Years,"['Angular', 'ASP.NET', 'JSON', 'jQuery', 'HTML5', 'CSS3', 'AJAX', 'javaScript', 'Web Applications', 'Bootstrap', 'OOP', 'MVC', 'C#.Net', 'Back End', 'Front End', 'Full Stack', 'Git', 'Database Design', 'Information Technology (IT)', 'Software Engineering', 'Computer Science', 'Microsoft SQL Server', 'Software Development', 'C#', '.NET', 'SQL', 'CSS', 'ASP', 'API', 'Troubleshooting']"
55,Sr. Front End Developer,LINK TSP,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Minimum of 5 years of experience in front-end development using JavaScript frameworks such as React.js, Vue.js, Next.js and AngularJS', 'Thorough understanding of React.js and its core principles, with experience in popular React.js workflows (such as Flux or Redux)', 'Proficiency in server-side CSS preprocessors such as SASS, LESS, or Stylus', 'Experience with building responsive designs using CSS and Twitter Bootstrap, as well as HTML5, CSS3, and JavaScript', 'Experience with front-end build tools such as Grunt and Gulp.js', 'Experience with testing frameworks such as Jest or Enzyme and the ability to write unit, integration, and E2E tests', 'Strong understanding of browser rendering behavior and performance (HTTP Requests, Page rendering, Layout, and Re-Flows)', 'Experience with version control using Git and experience with Agile methodologies', 'Bonus skills include experience with Node.js, GraphQL, OAuth 2.0, and RESTful API design', ""A Bachelor's degree in Computer Science, IT or a related field""]",[],3 To 5 Years,"['front-end', 'HTML5', 'Computer Science', 'Agile', 'Software Development', 'React', 'JavaScript']"
56,Home based Backend Developer,Rescounts,"Mississauga, Canada",Full Time,Entry Level (Junior Level / Fresh Grad),"[""Bachelor's degree or equivalent experience in Computer Science or related field"", 'Experience 1:2 years in NodeJS, Golang', 'Experience building Restful APIs using Node.js and postgress', 'Experience with web sockets', 'Experience in debugging and optimizing performance.', 'Excellent English skills - speaking, reading, and writing']","['Fully Remotely/Work from home', 'Monday to Friday ( Sat & Sun OFF)', '4pm to Midnight ( Egypt Time)', 'Salary Is Net', 'Huge opportunity for Career Path', 'Refactor and maintain existing software applications', 'Debug and fix bugs', 'Flexible & Eager to lean different stack', 'You will report to a Senior Backend Developer ']",1 To 2 Years,"['back-end', 'Information Technology (IT)']"
57,Java Spring Boot Developer,DX Republic,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['computer', 'back-end', 'Computer Science', 'Information Technology (IT)', 'Java', 'Java Spring', 'Spring', 'Back-End Development', 'JavaScript', 'Web Services', 'XML', 'Open XML', 'JSON', 'spring Framework', 'Spring Core', 'Software Development']"
58,Full Stack Wordpress Developer,ElMotaheda Web,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science or a similar field.', 'Proven work experience as a WordPress developer.', 'Knowledge of front-end technologies including CSS3, JavaScript, HTML5, and jQuery.', 'Knowledge of code versioning tools including Git, Mercurial, and SVN.', 'Experience working with debugging tools such as Chrome Inspector and Firebug.', 'Good understanding of website architecture and aesthetics.', 'Ability to manage projects.', 'Good communication skills.']","['Meeting with clients to discuss website design and function.', 'Designing and building the website front-end.', 'Creating the website architecture.', 'Designing and managing the website back-end including database and server integration.', 'Generating WordPress themes and plugins.', 'Conducting website performance tests.', 'Troubleshooting content issues.', 'Conducting WordPress training with the client.', 'Monitoring the performance of the live website.']",More Than 2 Years,"['Computer Science', 'developer', 'CSS3', 'front-end', 'HTML5', 'Git', 'Information Technology (IT)', 'JavaScript', 'Software Development', 'jQuery', 'svn', 'WordPress']"
59,Senior Full Stack Developer,Giza Systems,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer or similar role', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (React)', 'Knowledge of multiple back-end languages (NodeJs)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Excellent communication and teamwork skills', 'Great attention to detail', 'Organizational skills', 'An analytical mind', 'Degree in Computer Science, Statistics or relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'front-end   (React)', 'Backend (NodeJS)', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",3 To 5 Years,"['front-end', 'Full Stack', 'NodeJS', 'React']"
60,Full Stack Developer,TTC Technologies,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor in Computer engineering, or computer science ', '+5 years of experience', 'As a Full Stack Developer, you should be comfortable around both front-end and back-end coding languages, development frameworks, and third-party libraries. ', 'You should also be a team player with a knack for visual design and utility. ', 'Participating in the design and creation of scalable software.', ' Writing clean, functional code on the front- and back-end. ', 'Testing and fixing bugs or other coding issues with excellent communication and teamwork skills. ', 'Great attention to detail, organizational skills, and analytical mind.', 'Proven experience as a Full Stack Developer', ' Proven experience in the back-end programming language (ASP.net, ASP core)', 'Familiarity with databases (MySQL or  PostgreSQL or MS SQL), ', 'Familiarity web servers (Apache)', 'Proven experience in the front-end languages and libraries ( HTML/ CSS, JavaScript, XML, jQuery)', 'Working with hardware (e.g., communication devices, cameras, …)', 'back-end programming language (e.g.#, PHP, Python)', 'Familiarity with databases (e.g., MongoDB), web servers (e.g. Nginx)', 'Proven experience in front-end languages and libraries (e.g., react, angular)', 'Knowledge of GIS ', 'Web development framework  (e.g. laminas)', 'Experience developing desktop or mobile applications']","['We are looking for a Full Stack Developer to produce scalable web applications solutions you’ll be part of a cross-functional team that’s responsible for the full software development life cycle, from conception to deployment.', 'Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Write technical documentation', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Work with data scientists and analysts to improve software', 'Design and implement database', 'Design test plan, and write test cases', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Design and construction of our REST API', 'Working on site, under pressure.']",3 To 6 Years,"['Full Stack', 'Software Development', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Software', 'javaScript', 'PHP', 'Angular', 'React', 'HTML', 'CSS']"
61,Lead Software Engineer,EGID company,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Strong experience in Full-Stack Development, Software Development, Back-End Web Development, and Front-End Development', 'Proficiency in object-oriented programming languages such as C# and Visual Basic .NET', 'Experience using programming frameworks such as Angular.', 'Work experience as a .NET Developer', 'Proficiency in building web-based applications', 'Familiarity with agile environments.', 'Knowledge of SQL Server and experience with relational database design and stored procedures', 'Familiarity with cloud platforms such as Microsoft Azure or Amazon Web Services (AWS)', 'Ability to communicate and collaborate effectively with cross-functional teams including project managers, designers, and developers', 'Strong problem solving and troubleshooting skills', ""Bachelor's degree in Computer Science or related field""]","['10+ Strong experience in Full-Stack Development, Software Development, Back-End Web Development, and Front-End Development', ""Bachelor's degree in Computer Science or related field"", 'Proficiency in object-oriented programming languages such as C# and Visual Basic .NET', 'Experience using programming frameworks such as Angular.', 'Work experience as a .NET Developer', 'Proficiency in building web-based applications', 'Familiarity with agile environments.', 'Knowledge of SQL Server and experience with relational database design and stored procedures', 'Familiarity with cloud platforms such as Microsoft Azure or Amazon Web Services (AWS)', 'Ability to communicate and collaborate effectively with cross-functional teams including project managers, designers, and developers', 'Strong problem solving and troubleshooting skill']",10 To 15 Years,"['Agile', 'Development', 'Computer Science', 'Software Development']"
62,Wordpress Developer,Osolutions,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Proven experience in full-stack development with a portfolio of successful projects.', 'Proficient in HTML, CSS, HTML5, CSS3, and CSS frameworks.', 'Strong command of JavaScript, jQuery, Angular, and front-end technologies.', 'Expertise in back-end technologies including PHP and Laravel.', 'Experience customizing and extending WordPress functionality.', 'Familiarity with version control systems (e.g., Git).', 'Knowledge of database design, optimization, and querying.', 'Excellent problem-solving and debugging skills.']","['Develop and maintain responsive web applications using HTML, CSS, and CSS frameworks.', 'Implement advanced features and functionality using JavaScript, jQuery, and other front-end technologies.', 'Design and optimize database schemas, and write efficient queries for PHP and Laravel applications.', 'Customize and extend WordPress functionality to meet project requirements.', 'Collaborate with cross-functional teams to design, develop, and deploy high-quality web solutions.', 'Debug and troubleshoot technical issues, ensuring smooth operation of web applications.', 'Stay updated with the latest industry trends and emerging technologies in web development.', 'Provide mentorship and guidance to junior developers, fostering a collaborative work environment.']",2 To 5 Years,"['Computer Science', 'WordPress', 'Full Stack Development', 'Information Technology (IT)', 'PHP', 'Laravel']"
63,Backend Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['3+ years experience developing large-scale distributed systems', 'Expert-level Python programming abilities', 'Deep experience building, running and observing systems on AWS', 'Experience with NoSQL databases, caching, search, queues and containers', 'Passion for writing code that meets industry standards for quality, test coverage, scaling and observability', 'Knowledge of best practices around security, encryption and authentication', 'Bonus Points: Open source contributions or committer experience']","['Work closely across engineering to architect our back end systems and core application APIs', 'Design and implement clean, maintainable and testable code across application layers', 'Integrate server components with databases, queues and other microservices', 'Monitor services and systems to ensure uptime, performance and security', 'Troubleshoot issues across cloud infrastructure, containers, data and networking', 'Participate in roadmap planning, estimates and launch coordination']",3 To 5 Years,"['Code', 'Python', 'Software Development', 'NoSQL', 'Programming', 'Databases']"
64,Senior Full Stack Developer,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Proven experience as a Full Stack Developer ', 'Experience developing desktop and mobile applications', 'Familiarity with common stacks', 'Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)', 'Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)', 'Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design', 'Degree in Computer Science, Statistics or relevant field']","['Work with development teams and product managers to ideate software solutions', 'Design client-side and server-side architecture', 'Build the front-end of applications through appealing visual design', 'Develop and manage well-functioning databases and applications', 'Write effective APIs', 'Test software to ensure responsiveness and efficiency', 'Troubleshoot, debug and upgrade software', 'Create security and data protection settings', 'Build features and applications with a mobile responsive design', 'Write technical documentation', 'Work with data scientists and analysts to improve software']",5 To 7 Years,"['Full Stack', 'Computer Science']"
