,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
133,Technical Office Engineer,Gulf Shadows for Constructions,"Alexandria, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Civil Engineering."", 'Alexandria Residents Only.', '3-5 years of experience in the same field.', 'Excellent in related computer software (AutoCAD - Revit .. etc.).', 'A construction background is a must.', 'QS experience is required.', 'Site-Based.', 'Strong analytical and critical thinking skills.']","['Write subcontractors’ and clients’ invoices, and coordinate with relevant departments/personnel to obtain or provide the needed data (g. quantity take-offs) for a correct and accurate charge of payment amounts and/or for issuing the invoices.', 'Support Technical Office division in quantity surveys (quantity take-offs) for the architectural items of the project (whenever needed).', 'Review quantity surveying for subcontractors, and coordinate with relevant personnel for issuing payment invoices, or review, issue, and sign the invoices if authorized.', 'Support Technical Office personnel in the shop drawing for the Civil aspects of the project (whenever needed).', 'Write and submit a report, whenever required, to compare quantity take-offs of subcontractors and clients to identify any conflicts or inconsistencies; and submit Cost Control department for monitoring and evaluation purposes.', 'Other duties as assigned from the direct manager.']",3 To 5 Years,"['Construction', 'Civil', 'Revit', 'AutoCAD', 'Quantity Surveying', 'Shop Drawings']"
134,Design Engineer,MCV,"Alsalihiyyah Aljadidah, Sharqia",Full Time,Entry Level (Junior Level / Fresh Grad),[],[],1 To 3 Years,"['Design', 'Engineering', 'Drawing', 'CAD', 'Mechanical Engineering', 'AutoCAD Software', 'Technical Drawing', 'Sheet Metal']"
135,Principal Engineer - Metallurgy & Corrosion,Petrofac,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"['Accountable for overall discipline related activities for the successful completion of project within allotted schedule, manpower and costs.', 'Perform corrosion calculations, through the study of H&MB, PFD and process design basis.', 'Prepare and issue material selection reports and drawings, corrosion management manuals and other technical documents', 'Coordinate on technical issues with other Engineering Disciplines as required. Provide the necessary inputs/data to other disciplines as per the requirements and procedures.', 'Participate in safety and design review meetings e.g. HAZOP, HAZID, 3D Model, along with Client and representatives of other engineering disciplines.', 'Meet with vendor representatives, inspect at vendor works and workshops and provide assistance to Quality Department as required.', 'Interface and provide clarifications, guidance and technical support to Construction and Commissioning teams as required.', 'Bachelor’s Degree in Metallurgical Engineering', 'Minimum of 15 years related oil & gas/petrochemical experience preferable, with a background of working for EPC/consultancy organizations.', 'Experience with Corrosion Software (e.g. ECE, Predict, etc)']",Not Specified,"['Information Technology (IT)', 'Computer Science', 'Engineering', 'Telecommunication', 'Software Engineering', 'Software Development', 'Mechatronics', 'Backend', 'Customer Care', 'Customer Service', 'Electronics', 'HTML', 'Networking', 'PHP', 'Software', 'Technical Support', '.NET', 'APIs', 'Agile', 'Angular']"
136,Cotton Textile Engineer,SAYYAD GROUP,"Heliopolis, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Textile Engineering or related field"", 'Strong working knowledge of various textile and textile processes', 'Ability to analyze data and use relevant software', 'Excellent communication skills and ability to work in a team']","['Responsible for the day-to-day performance of weaving shift.', 'Scheduling work hours and shifts.', 'Scheduling break time and during break that all looms must run.', 'Coordinating job rotation like, article change and tie in and wait for weft.', 'Planning, Monitoring, Coaching, Counseling and disciplining employees', 'Maintains work flow by monitoring steps of the process.']",5 To 10 Years,"['Communication skills', 'Engineering', 'Manufacturing', 'Production', 'Textile', 'Textile Engineering', 'TO']"
137,Senior Engineer - Cost Control,Petrofac,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"['Provide assigned project cost budgets including material, manpower and equipment/material costs, sub-contracts, third party services and financial cost etcetera.', 'Coordinate with the project engineers to clarify any query/discrepancies. Assist in the identification and mitigation of project risks.', 'Prepare cost reports on a periodic basis on the status of the costs incurred and the variations of the budgeted v/s actual in consultation with supervisor/Project Manager.', 'Monitor costs and generate variance reports as and when required and forward to the Supervisor/Project Manager for his perusal.', 'Workout forecast for various line items of the cost report in consultation with project team members. ', 'Carry out assessment of potential variations/claims from sub-contractors/vendors.', 'Assist Project Engineers in preparing additional cost analysis as deemed necessary.', 'Participate in project review meetings, if required and provide any cost related data as and when required.', 'Interface and provide clarification to the project engineers and Accounts and provide assistance wherever required.', 'Propose new suggestion if any and keep improving/updating the process of effective cost control.', 'Develop historical Cost database of a project for future reference.', 'Provide training and guidance to new/junior Cost Control personnel.', 'Engineering Degree with minimum of 10 years working experience out of which minimum Three years in the Cost Control function of EPC projects.']",Not Specified,"['Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Engineering', 'Software Development', 'Computer Engineering', 'Mechanical Engineering', 'Electrical Engineering', 'Quality Control', 'Civil Engineering', 'Quality Assurance', 'Software Testing', 'AutoCAD', 'Sales', 'SQL', 'Architecture', 'Construction', 'Sales Skills', 'Testing', 'Software']"
138,Senior Site Engineer,Al,Kayan Group,Full Time,Experienced (Non-Manager),"['Major in architect or civil engineering  ', 'Proven work experience in the same field ', 'fully conversant with AutoCAD an able to extract data from it for site purposes.', 'Experience using PPT and MS ', 'Strong verbal and written communication skills']","['Maintain and interpret site drawings, topographical drawings, and construction drawings.', 'Setting out from the contract drawings/information, carry out surveys as and when required. ', 'Ensure works are carried out as per the contract drawings and specification. ', 'Maintain records, site diary, quality assurance documentation, reports, and records. ', 'Ensure workers are working correctly, implement and maintain permit to dig and other relevant permits (if applicable). Assist/have responsibility for the Health and Safety matters on site. ', 'Communicate with the site manager/rest of the site team and assist with the organizing of site, this would include materials, forecasting materials / plant required and sub-contract management. ', 'Be able to attend meetings/deal with the client/inspectors if the site manager cannot attend. ', 'Be a point of contact for the clerk of works/client/sub-contractors to assist with the progression of works and carry out any inspections required with any required party. ', 'Assist with inputting information/durations to program of works.']",3 To 5 Years,"['Communication skills', 'Civil Engineering', 'AutoCAD', 'Architect', 'Communication', 'Engineering', 'Site']"
139,Data Analyst,Aman,"6th of October, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['Ownership ', 'Functional Skills', 'Ideas presentation and Taking initiative ', 'Continuous Learning ', 'Customer Centricity', 'Proficiency with data mining, mathematics, and statistical analysis', 'Experience with Excel, PowerPoint, Tableau, SQL, and programming languages (ex: Java/Python, SAS)', '1-2 years of proven experience as a Data Analyst or Data Scientist', 'Bachelor’s degree in Statistics, Applied Mathematics, or a related discipline']","['Execute numerical data to help solve problems across various domains and All Aman LOBs', 'Research and devise innovative statistical models for data analysis', 'Analyze data for trends and patterns, and interpret data with clear objectives in mind', 'Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables', 'Devise and utilize algorithms and models to mine big-data stores; perform data and error analysis to improve models; clean and validate data for uniformity and accuracy', 'Implement analytical models in production by collaborating with software developers and machine-learning engineers', 'Enable smarter business processes by using analytics for meaningful insights', 'Collaborate with product design and engineering teams to develop an understanding of needs', 'Research and devise innovative statistical models for data analysis']",1 To 2 Years,"['Analysis', 'Analyst', 'Data', 'Data Analyst', 'Data Analysis', 'Statistics', 'Python', 'Tableau', 'SQL']"
140,Senior Mechanical Engineer (Projects & Utilities),Eagle Chemicals,"6th of October, Giza",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in mechanical engineering (Power or Production)."", 'Working experience with manufacturers is a must.', 'Managing projects of launching new factories including firefighting systems is mandatory.', 'Hands-on experience with boilers (oil & steam) + pumps.', 'A Strong knowledge and hands-on with machinery lathes and other tools & equipment is mandatory.', 'Proven working experience with blue collars and/or contractors.', 'Outstanding leadership, presentation and negotiation skills.', 'Superb creativity, vision, and problem-solving skills.', 'Excellent interpersonal skills and self-confidence.', 'Curiosity and a growth mindset.']","['Develop, coordinate, or monitor all aspects of production, including selection of manufacturing methods, fabrication, or operation of product designs.', 'Provide conceptual and detailed specification or design of mechanical equipment including, but not limited to pumps and boilers.', 'Produce specifications for design, develop, and install new or modified mechanical components or systems.', 'Confer with engineers or other personnel to implement operating procedures, resolve system malfunctions, or provide technical information.', 'Review technical documents to plan work.', 'Oversee and lead a group of technicians, engineers, and contractors.', 'Attend meetings and provide inputs and updates.', 'Analyze data to write up reports.', 'Ensure project timeline is met and project stays within budget.', 'Establish and maintain relationships with third parties/vendors.', 'Create and maintain comprehensive project documentation.', 'Ensure that all projects are delivered on-time, within scope and within budget.', 'Developing project scopes and objectives, involving all relevant stakeholders and ensuring technical feasibility.', 'Develop a detailed project plan to track progress.', 'Use appropriate verification techniques to manage changes in project scope, schedule and costs.', 'Measure project performance using appropriate systems, tools and techniques.', 'Report and escalate to management as needed.', 'Perform risk management to minimize project risks.']",5 To 7 Years,"['Mechanical', 'Communication', 'Communication skills', 'Engineering', 'Mechanical Engineering', 'Interpersonal skills', 'Projects', 'Workshops', 'Design', 'equipment', 'Factory Management', 'Production', 'Manufacturing', 'Manufacturing Process', 'Machinery', 'Leadership', 'Power', 'Firefighting']"
141,Cost Engineer ( Furniture).,Confidential Company,"New Damietta, Damietta",Full Time,Experienced (Non-Manager),"['Degree in Engineering / Applied Arts / Architect Or any related field.', 'Proven experience as a cost analyst in Wood or Furniture ', 'Experience in data, operational and financial analysis', 'Knowledge of accounting processes and software', 'Great attention to detail', 'Good communication skills']","['Communicate with the purchasing manager to update and archive the cost of all inputs.', 'Accurately calculating the cost of projects required to be manufactured ensures the quality of their manufacturing', 'Full knowledge of all industry inputs in a way that enables him to calculate the raw materials for any product', 'Familiarity with a reasonable amount of industry techniques in a way that enables him to calculate product manufactures', 'The ability to communicate with department heads in case of a technical question in the pricing process.']",1 To 10 Years,"['Cost', 'Applied Arts', 'Accounting', 'Furniture', 'Cost Control', 'Engineering', 'Cost Accounting', 'Cost Engineering']"
142,Products Engineer / Product Development Engineer ( Homeware Appliances),Bouri Group,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor or Master degree in Engineering (Electrical or mechatronics)', 'Excellent written and verbal communication skills.', 'Fluency in oral and written Arabic and English is a must;', 'Excellent working knowledge of MS Office (Word, Excel, and PowerPoint).', 'Excellent planning and organizational skills and ability to work independently on a wide range of assignments/tasks;', 'Excellent presentation, negotiation, and verbal / written communication skills;', 'Critical thinking skills - able to understand situations and problems, identify cause and effect relationships and develop effective strategies;', 'Good intercultural skills and ability to work in a multicultural team.', 'Creativity, innovation, and strategic thinking;', 'Ability to work under high pressure and carry out multi-tasks in simultaneous projects;', 'Self-motivation and willingness to learn;', 'Teamwork abilities and work collaboratively with other stakeholders and staff members;', 'Accountability and high commitment to the company’s quality standards and code of ethics;']","['Identify product gaps and convert them into opportunities to match the Egyptian Market.', 'Find new providers and work on building new partnerships with Mienta / Bouri Group.', 'Run tests with early-stage products and samples.', 'Monitor and manage the current products.', 'Assist in creating a new products development plan quarterly to fulfill the needs of Bouri Group.', 'Order the tested and approved products.', 'Submit the list of needed documentation for a country acceptance process for approval.', 'Perform product demos and trainings to Bouri sales teams and sometimes to the customer himself if needed.', 'Monitor the success of the new product through product benchmarking and online (Social Media) and offline (Call center) reviews.', 'Run consumer insight researches and generate powerful insight based on data.', 'Make sure that the product is fulfilling all product offerings and work on any modifications if needed.', 'Working with sales, marketing to ensure revenue and customer satisfaction goals are met and to deliver winning products.', 'Deliver a monthly revenue forecast.']",3 To 7 Years,"['Technical', 'Engineering', 'Electrical', 'Appliances', 'Kitchenware', 'Products', 'Samples', 'Homeware', 'English', 'Business Analysis', 'Arabic', 'Communication Skills', 'Product Engineer', 'Mechatronics']"
143,Senior Quantity Surveying Engineer,Confidential Company,"Downtown, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Civil / Architecture engineering.', '4:7 years of experience as a QS Engineer.', 'Excellent in using (Microsoft Office – Auto-Cad).', 'Good verbal and written English language skills.', 'Excellent communication skills.']","['Supports Technical Office personnel in quantity surveys (quantity take-offs) for the architectural items of the project (whenever needed).', 'Reviews quantity surveying for subcontractors, and coordinates with relevant personnel.', 'Supports Technical Office personnel in the shop drawing for the Civil aspects of the project (whenever needed).', 'Meets with project subcontractors to handle any problems or conflicts for smooth flow of work operations.', 'Writes and submits a report, whenever required, to compare between quantity take-offs of subcontractors and clients to identify any conflicts or inconsistencies; and submit Cost Control department for monitoring and evaluation purposes.', 'Supervises, guides, and monitors subordinates’ performance, and provide technical assistance (in quantity survey).', 'Liaises with the Planning team on-site to provide needed data to support relevant decisions, and obtain needed data about subcontractors’ deals.', 'Undertakes breakdown of Variation Orders (VOs)']",4 To 7 Years,"['QS', 'Quantity Surveying', 'Architecture Engineering', 'Civil', 'Microsoft Office', 'AutoCAD']"
144,BIM Team / Design Engineer,Smart Window,"New Cairo, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),"[""A bachelor's degree in engineering."", '1-3 years of experience.', 'Suitable experience at Aluminum, curtain walls, and Façade.', 'Strong project management skills.', 'High Presentation and communication skills.', 'Proficiency in Microsoft Office Suite, particularly Excel and PowerPoint.', 'The ability to analyze project data, identify trends, and make data-driven decisions.', 'Experience in BIM technology ', 'Preparing 3d details and fabrication order  ', 'Skills: Excellent in programs AutoCAD 3D, Revit, 3D max']","['Study the project and assist Team leader with design concept in accordance with the contract’s specifications, drawings & BOQ’s and within the project’s cost.', 'Prepares shop drawing (plans, elevations, schedules, sections, details and as-built drawings)', 'Prepares Bill Of material.', 'Prepares cutting list and cut optimize for production work order', 'Prepares glass work order (cutting size).', 'Visits site (if required)']",1 To 3 Years,"['AutoCAD', 'BIM', '3d max', 'Design', '3D', 'Revit']"
145,Architectural Site Engineer,PAVILLION ARCHITECTS,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Architectural Engineering."", 'Experience in a similar role.', 'Sound knowledge of Engineering, construction, and design.', 'Great leadership and organizational skills.', 'Superb project management skills.', 'Ability to apply logical and critical thinking skills to projects.', 'Great written and verbal communication skills.', 'A willingness to learn.']","['Review and interpret architectural drawings and specifications. ', 'Identify and resolve construction issues.', ' Coordinate with other engineers, contractors, and inspectors.', ' Maintain accurate records of site conditions and construction activities.', ' Ensure that all construction work is completed safely and in accordance with all applicable codes and regulations.', 'Provide technical advice and suggestions for improvement on particular projects.', 'Diagnose and troubleshooting equipment as required.', 'Authorize technical drawings and engineering plans.', 'Draw up work schedules and communicating any adjustments to crew members and clients.', 'Gather data, compiling reports, and delivering presentations to relevant stakeholders.', 'Delegate tasks and scheduling meetings and training sessions where required.', 'Complete quality assurance and providing feedback to the team']",3 To 5 Years,"['Architectural Engineering', 'Site', 'Project Management', 'Engineering']"
146,Mechanical Maintenance Engineer,Olam SVI,"6th of October, Giza",Internship,Entry Level (Junior Level / Fresh Grad),"['BS degree in Mechanical Engineering', 'knowledge of Mechanical Manufacturing processes', 'Understanding of electrical engineering codes and safety standards', 'Problem-solving abilities', 'Attention to detail', 'Strong organizational and communication skills', 'very good English']",[],Not Specified,"['Mechanical', 'Manufacturing', 'Mechanical Engineering', 'Maintenance', 'Safety']"
147,Senior Tender & Estimation Engineer-Electrical,Confidential Company,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"['Experience ( 8-10 years )', 'Experience of dealing with complex tenders.', 'Ability to work under pressure', 'Reliable and hardworking', 'Strong attention to detail.', 'Excellent Knowledge of MS Office, and Excel.', 'BSc in Electrical Engineering .', 'Mastering different drawing tools.']","['Determine cost estimate targets during the design and development process, recommending cost effective solutions.', 'Gather proposals, specifications and related documents and liaise with stakeholders in order to convert specifications to cost estimates for new and current products.', 'Establish cost estimates of production processes and tooling costs and review alternatives or put forward recommendations for improvement.', 'Assess cost effectiveness of products and track actual costs relative to budget and report status on a regular basis to ensure costs are in line with forecasts . Monitor and review data and information to detect or assess problems.', 'Investigate and identify cost reduction opportunities through cost analysis review. Contribute to cost monitoring and reporting systems and procedures and monitor trends.', 'Prepare cost and expenditure statements, reports and other necessary documentation at regular intervals to share with others in the business. Support all activities in cost estimating and take a proactive approach towards improvements.', 'Study the project’s documents like drawings, specifications, and schedule, review tender documents and contract to be able to follow up on materials required.', 'Visit site and record information about access, drainage and topography, and availability of services such as water and electricity.', 'To review vendors and suppliers quotations to determine the best price and delivery date.', 'Prepare comparative analyses documents related to specs, price, delivery conditions and mode of transportation.', 'Engaged in the preparation & compilation of the necessary documents, information & technical inputs required for the completion of tender documentation.']",8 To 10 Years,"['Electrical', 'Electrical Engineering', 'Engineering', 'tenders', 'Cost Estimation', 'Project Estimation']"
148,Senior Data Analyst,Cilantro,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],4 To 6 Years,"['Analysis', 'analytical', 'Computer Science', 'Data Analysis', 'Data Analyst', 'Data', 'Programming', 'Python', 'SQL']"
149,Electrical Site Engineer,Design and project management,"Giza, Egypt",Full Time,Experienced (Non-Manager),[''],"['Design, control, and implement electrical systems and products', 'Develop manufacturing processes according to global engineering codes and standards', 'Manage engineering projects and deliver them on time', 'Define customer needs and requirements', 'Ensure that installations and applications are in line with customer needs and safety standards', 'Collaborate with engineers and technicians to design and apply new system processes', 'Perform quality and performance analysis on new and legacy IT systems', 'Summarize data and report on test results', 'Examine needs on new equipment, calculate costs and help prepare budgets', 'Monitor maintenance and inspection plans']",8 To 12 Years,"['electrical site engineer', 'Site Engineer', 'Site', 'Electrical Engineering']"
150,Mechanical Design Engineer,Mina Co. for Engineering,"Abu Rawash, Giza",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Mechatronics engineering, Mechanical engineering, or Industrial production engineering"", 'Good user of AutoCAD (2D), Cutting Optimizer, and Solidworks (sheet metal & configuration and equation).', 'Good command of the English and Arabic languages.', 'Ability to work under pressure', 'Good Microsoft Office', 'Creativity', 'Excellent problem-solving and analytical skills.', 'Experience in leadership and supervising a team is optional.']","['Designing and Modeling: The primary responsibility is to create 3D models and designs using SolidWorks software, specifically for sheet metal components and assemblies. This includes designing sheet metal and Aluminium profile assembly using variable equations in Solidworks and other sheet metal structures.', 'Sheet Metal Specific Features: Proficiency in utilizing SolidWorks Sheet Metal tools and features is crucial. The engineer must be able to create and modify sheet metal parts with features like bends, flanges, tabs, gussets, louvers, ribs, and other sheet metal-specific details.', 'Drafting and Documentation: Generating detailed engineering drawings, including views, dimensions, tolerances, and other necessary information, is essential. The engineer must create accurate documentation that complies with industry standards and can be used for manufacturing.', 'A basic understanding of AutoCAD', 'Research and analyze customer specifications and other data to evaluate the feasibility, cost, and maintenance requirements of designs or applications.', 'Making full workshop drawings of all Mina Co. products.', 'Reverse engineering of new products and machine spare parts.', 'Continuous Learning: Staying up to date with the latest SolidWorks features, industry trends, and advancements in sheet metal design and manufacturing processes. Actively seeking professional development opportunities to enhance skills and knowledge.', 'Research & Development.', 'Innovation of new ideas.']",2 To 5 Years,"['Design', 'Mechanical Engineering', 'AutoCAD', 'Engineering', 'SolidWorks', 'Mechanical', 'English', 'Manufacturing Industry', 'Industrial Engineering', 'Industrial Design', 'Steel Industry', 'HVAC Engineering', 'Heating, Ventilation, and Air Conditioning', 'Mechatronics', 'CNC']"
151,electrical site engineer -senior-marsa allam,Design and project management,"Hurghada, Red Sea",Full Time,Experienced (Non-Manager),[''],"['Design, control, and implement electrical systems and products', 'Develop manufacturing processes according to global engineering codes and standards', 'Manage engineering projects and deliver them on time', 'Define customer needs and requirements', 'Ensure that installations and applications are in line with customer needs and safety standards', 'Collaborate with engineers and technicians to design and apply new system processes', 'Perform quality and performance analysis on new and legacy IT systems', 'Summarize data and report on test results', 'Examine needs on new equipment, calculate costs and help prepare budgets', 'Monitor maintenance and inspection plans']",8 To 12 Years,"['Electrical Engineering', 'Site Engineer', 'Site', 'electrical site engineer']"
152,Architect Technical Office Engineer,Orient Egypt,"Dokki, Giza",Full Time,Experienced (Non-Manager),"['4-8 years of exp.', 'Preparing, reviewing, shop drawing, BOQ (concrete-finishing) and coordinate with other departments.', 'Raising all inquiries – problems for discussion.', 'Aware about FS international codes.', 'Commercial Projects Background is a must.']","['Collect and Study all data related to a given task with the Team Leader.', 'Estimate the required time to implement a given task.', 'Prepare , submit design –drawings', 'Prepare fire safety plan According to Qatar – Oman Code', 'Prepare drawings for municipality', 'Coordinate the design drawings with other interconnected disciplines (Structural, MEP, Give technical support for all department to understand projects']",4 To 8 Years,"['Engineering', 'Architectural Engineering', 'Architecture', 'Technical Office Engineering', 'BOQ', 'Finishing', 'concrete', 'Technical Office']"
153,Senior Planning Engineer,RAQMU for Building and Construction,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in civil or architecture engineering"", '5-7 years of experience in construction management including (knowledge of materials, trades, methods of construction, contracts, and legal requirements) in addition to +3 years of experience in planning.', 'Experience in residential and commercial projects is a MUST.', 'Previous experience in fast track projects is a MUST,', 'Primavera is a MUST.', 'Cost control background is preferable.', 'Analytical skills. ']",[],5 To 7 Years,"['Planning', 'Primavera', 'Construction', 'Cost Control', 'Architecture']"
154,Process Engineer,Fine Hygienic Holding,"6th of October, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['BS degree in Mechanical/Electrical Engineering', '0 to 3 years of experience', 'Excellent written and spoken English and the ability to communicate effectively.', 'Advanced Computer Skills.']","['Up-to-date CIL & Centerline parameters.', 'Cause model in place.', 'PM and Process Control Strategy exists.', 'Know quality standards for her/his technology area.', '80% of the time spent on the floor (coaching, observing and troubleshooting)', 'Become technical expert for his/her technology area,', 'Own Operational Skill Block for technology area and train & qualify operators.', 'Actively participate in DDS (helps to analyse data, formulate actions and set priorities for the day)', 'Coach and qualify equipment owners.', 'Set work place standard and coach others to follow it.', 'Use change management process in his/her technology area', 'Share and reapply learning with/from other PE in his/her technology area internally and externally.', 'Provide input to Current Operational Assessment for his technology area.', 'Provide input and participate to design reviews of her/his technology area.', 'Participate in start-up activities (meeting, IQOQ, FIT, etc.) for her/his technology area.', 'Participate as trainee/trainer in TT&T activities for new project in her/his technology area.', 'Participate in corporate training and other training as per skill matrix.', 'Responsibilities according to RACI matrix currently adopted in FINE Egypt']",0 To 3 Years,"['Engineering', 'Mechanical Engineering', 'Process', 'English', 'Manufacturing', 'Chemical Engineering', 'Chemical', 'Computer Skills', 'Manufacturing Process', 'Paper Engineering', 'Pulp Engineering']"
155,Junior Testing Engineer,DXC.technology,"Cairo, Egypt",Full Time,Not Specified,[],"['Participates as a member of a Testing Team.', 'Utilizing DXC testing methodology analyzes testing requirements as the basis for developing testing scenarios for a test level to be executed on a project.', 'Designs testing scenarios and test cases that will demonstrate conformance to all functional and non-functional requirements, relative to the test level, as defined in business or technical specifications.', 'Executes tasks related to the production of the Test Plan, test cases, test scripts, and test data. Analyzes the results of the testing process and recommend solutions.', 'Interacts with the project team to gain an understanding of the business environment, technical context, and conformance criteria.', 'Understands and uses appropriate Test Automation processes and tools. (Preferred)', 'Stay up-to-date with new testing tools and test strategies', 'Supports knowledge management and collaboration through participation in testing discussions, and communities and improving testing collateral through lessons learned.', 'Fresh Grade From Engineering Computer Science/Information Systems', 'V.Good English', 'Good in Microsoft Office especially Excel', 'Good communication skills.', 'Prefer an understanding of the testing process and deliverables.', 'Knowledgeable about Test Management tools like (ALM, Jira, etc…)', 'Knowledgeable about API Testing Automation tools like (SOAPUI, Postman, etc….)', 'Very good knowledge in programming concepts.', 'Very Good Written and verbal communication skills in both Arabic and English', 'Knowledge about Agile is preferred', 'ISTQB Certificate is preferred']",Not Specified,"['Engineering', 'Information Technology (IT)', 'Computer Science', 'Software Testing', 'Testing', 'Software Development', 'Quality Assurance', 'Quality Control', 'Software Engineering', 'Computer Engineering', 'Electrical Engineering', 'Mechanical Engineering', 'AutoCAD', 'Quality', 'Software', 'SQL', 'Microsoft Office', 'Agile', 'Automation', 'ISTQB']"
156,Business Data Analyst,Confidential Company,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in engineering or computer science or relevant.', '3 + years of professional experience.', 'Electronic cash collection experience.', 'Software  User Experience (UX) and Interaction Design (IX) experience is must.', 'Excellent research and analytic skills', 'In-depth knowledge of Business & data modeling techniques', 'Excellent attention to detail', 'Ability to turn complex concepts into simple language', 'Excellent verbal and written communication skills', 'Excellent time management and prioritization skills.', 'Business Writing and Reporting.', 'Documentation proficiency in both English and Arabic.', 'Exceptional analytical and conceptual thinking skills.', 'The ability to influence stakeholders and work closely with them to determine acceptable solutions.', 'Advanced technical skills.', 'Excellent documentation skills.', 'Fundamental analytical and conceptual thinking skills.', 'Experience creating detailed reports and giving presentations.', 'Competency in Microsoft applications including Word, Excel, and Outlook.', 'A track record of following through on commitments.', 'Excellent planning, organizational, and time management skills.', 'Experience leading and developing top-performing teams.', 'A history of leading and supporting successful projects.']","['key interface between the Customer / users  and the technical team as gather information, document processes, and confirm the final documents that need to be implement.', 'Cerate & mapping current process.', 'Cerate & build up clear project documentation. ', 'Provides technical writing-up that needed for project delivery + development and reporting requirements.', 'Performs related work as assigned. ', 'Analyzing the structure of a business to determine how it operates and determine its objectives', 'Identifying any problems with the current business model', 'Developing comprehensive end-to-end Business scenarios, use cases, and test cases', 'Communicating with various Stockholders levels.', 'Enhance reporting outputs and data visualization.', 'Collaborate with development team members, data teams, and Project Management to develop business and technical requirements.', 'Create a detailed business analysis, indicate challenges, identify, and validate the key business requirements.', 'Create and document functional requirements and non-functional requirements.', 'Evaluating business processes, anticipating requirements, uncovering areas for improvement, and developing and implementing solutions.', 'Leading ongoing reviews of business processes and developing optimization strategies.', 'Staying up-to-date on the latest process and IT advancements to automate and modernize systems.', 'Conducting meetings and presentations to share ideas and findings.', 'Performing requirements analysis.', 'Documenting and communicating the results of your efforts.', 'Effectively communicating your insights and plans to cross-functional team members and management.', 'Gathering critical information from meetings with various stakeholders and producing useful reports.', 'Working closely with clients, technicians, and managerial staff.', 'Providing leadership, training, coaching, and guidance to junior staff.', 'Ensuring solutions meet business needs and requirements.', 'Performing user acceptance testing.', 'Updating, implementing, and maintaining procedures.', 'Prioritizing initiatives based on business needs and requirements.', 'Serving as a liaison between stakeholders and users.', 'Managing competing resources and priorities.', 'Monitoring deliverables and ensuring timely completion of projects.']",3 To 5 Years,"['Analysis', 'Business Analyst', 'Information Technology (IT)', 'Analyst', 'Business Analysis', 'Computer Science', 'Software', 'analytical', 'business']"
157,Mechanical Engineer Intern (COOP) : Dammam,"National Oilwell Varco, Inc.","Riyadh, Saudi Arabia",Full Time,Not Specified,[],[],Not Specified,"['Mechanical Engineering', 'Engineering', 'AutoCAD', 'Maintenance', 'HVAC', 'Electrical Engineering', 'Mechanical', 'Microsoft Office', 'Design', 'Construction', 'Plumbing', 'Production', 'English', 'Sales', 'Revit', 'Sales Skills', 'MEP', 'Technical Office', 'Installation', 'Firefighting']"
158,Junior Well Log Analyst,TGT group,"Riyadh, Saudi Arabia",Full Time,Not Specified,[],[],Not Specified,"['information technology (it)', 'computer science', 'software development', 'software engineering', 'engineering', 'analysis', 'development', 'quality control', 'quality', 'analytical', 'data']"
