,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
23,Data Scientist,Aman,"6th of October, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['Ownership ', 'Functional Skills', 'Ideas presentation and Taking initiative ', 'Continuous Learning ', 'Customer Centricity', 'Solid knowledge of data analyzing tools such as Power BI', 'Excellent presentation skills', 'Excellent knowledge of data types and metrics', '0-1 years of proven experience as a Data Analyst or Data Scientist', 'Bachelor’s degree in Business Administration, Finance, or a related field']","['Identifying and collecting data from different sources and departments to analyze it and come up with a suitable model to support the business.', 'Identify relevant data sources and sets to mine for stakeholder’s business needs, and collect large structured and unstructured datasets and variables to come up with needed analysis ', 'Use different data analysis tools to present results in a clear manner such as Tableau and PowerBI to create dashboards that supports Aman management in the decision-making process ', 'Build predictive models and machine-learning algorithms', 'Working closely with stakeholders and managers to establish briefs for data-related projects across Aman', 'Keeping an eye on data trends and market trends and suggest any needed corrective actions to the management ']",0 To 1 Year,"['Analyst', 'Data Analyst', 'Data Science']"
24,Administrative Assistant,Tomooh Educational Consultation,"New Cairo, Cairo",Full Time,Entry Level (Junior Level / Fresh Grad),[],[],1 To 3 Years,"['Child Development', 'Child Care', 'Administration', 'Administration Affairs', 'HR Admin']"
25,Data Analyst,Aman,"6th of October, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['Ownership ', 'Functional Skills', 'Ideas presentation and Taking initiative ', 'Continuous Learning ', 'Customer Centricity', 'Proficiency with data mining, mathematics, and statistical analysis', 'Experience with Excel, PowerPoint, Tableau, SQL, and programming languages (ex: Java/Python, SAS)', '1-2 years of proven experience as a Data Analyst or Data Scientist', 'Bachelor’s degree in Statistics, Applied Mathematics, or a related discipline']","['Execute numerical data to help solve problems across various domains and All Aman LOBs', 'Research and devise innovative statistical models for data analysis', 'Analyze data for trends and patterns, and interpret data with clear objectives in mind', 'Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables', 'Devise and utilize algorithms and models to mine big-data stores; perform data and error analysis to improve models; clean and validate data for uniformity and accuracy', 'Implement analytical models in production by collaborating with software developers and machine-learning engineers', 'Enable smarter business processes by using analytics for meaningful insights', 'Collaborate with product design and engineering teams to develop an understanding of needs', 'Research and devise innovative statistical models for data analysis']",1 To 2 Years,"['Analysis', 'Analyst', 'Data', 'Data Analyst', 'Data Analysis', 'Statistics', 'Python', 'Tableau', 'SQL']"
26,Secretary,falconmisr,"Wadi Alnatrun, Beheira",Full Time,Entry Level (Junior Level / Fresh Grad),[''],"['Active participation in office management, including handling general clerical tasks', 'Organize and prepare meeting schedules for various departments', 'Ensure meeting spaces are properly requisitioned ahead of schedule', 'Manage office equipment and supplies, and ordering new equipment and supplies as needed', 'Work collaboratively with other departments to help solve clerical and coordination issues', 'Offer assistance to accounting department to provide manage invoices, payments, and receipts', 'Confer with human resources department to provide assistance with personnel databases and other duties', 'Attend with department managers or other senior-level officers in meetings, including taking notes and recordings as needed', 'A degree in office administration or a related field may be preferred', '1-2 years of experience in same field', 'Excellent knowledge of Microsoft Office Suite, including Word, PowerPoint, and Excel', 'Experience using business email services, such as Microsoft Outlook', 'Previous experience with, or an ability to learn to use common office equipment, such as modern phone systems, fax machines, and copy machines', 'Comfort multitasking and handling multiple requests from different individuals and departments', 'Ability to work quickly and in a potentially high-stress environment', 'Strong communication skills and extremely self-motivated when managing communication channels', 'Highly organized and capable of creating organizational systems that others easily utilize']",1 To 3 Years,"['Administration', 'Microsoft Office', 'Office management', 'Secretary']"
27,Data Scientist,Confidential Company,"Maadi, Cairo",Freelance / Project,Experienced (Non-Manager),"['Proven experience as a Data Scientist or Data Analyst', 'Experience in data mining', 'Understanding of machine-learning and operations research', 'Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset', 'Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop)', 'Analytical mind and business acumen', 'Strong math skills (e.g. statistics, algebra)', 'Problem-solving aptitude', 'Excellent communication and presentation skills', 'BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred']","['Identify valuable data sources and automate collection processes', 'Undertake preprocessing of structured and unstructured data', 'Analyze large amounts of information to discover trends and patterns', 'Build predictive models and machine-learning algorithms', 'Combine models through ensemble modeling', 'Present information using data visualization techniques', 'Propose solutions and strategies to business challenges', 'Collaborate with engineering and product development teams']",2 To 3 Years,"['Computer Science', 'Data', 'Data Science', 'data scientist', 'Information Technology (IT)', 'scientist']"
28,Senior Front-End Development Engineer,Pixelogic Media Partners LLC,"Cairo, Egypt",Full Time,Not Specified,[],[],Not Specified,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'javaScript', 'CSS', 'HTML', 'HTML5', 'Software Engineering', 'Angular', 'CSS3', 'Web Development', 'Engineering', 'jQuery', 'Front-End', 'Computer Engineering', 'Front End', 'Git', 'UI', 'React', 'SASS']"
29,Production Internship,Prometeon Tyres Group – Egypt (Ex,Pirelli Tyres Egypt),Internship,Entry Level (Junior Level / Fresh Grad),"['Graduates of Production “OR” Industrial Engineer Alexandria University “OR” Arab Academy for Science and Technology.', 'Graduate of 2021 & 2022 & 2023 ONLY.', 'Males with Military service defined.', 'Alexandria Residence only.', 'Good to Excellent English commands.', 'Perfect Ms. Office commands.', 'Good knowledge about SQL language. ', 'Ability to work under pressure and meet deadlines with a flexible schedule.', 'Good communication and presentation skills.', 'Ability to deal with different ages and mindsets.', 'Familiar with industrial engineering processes and applications.', 'the ability to lead a team or to be a part of a team.', 'the ability to manage people from different cultures & to help them through their problems.', ' Knowledge of production and processes:\n• Just-in-time (JIT)\n• Lean\n• 5S\n• Total Quality Management (TQM)\n• Visual aids\n• Work standards all in a continuous improvement ""Kaizen-mode""\n ']","['Planning & following up on daily production processes to get maximum productivity with good quality with respect to safety aspects.', 'Improving production process to get max productivity of the machinery & workers.', 'Analyzing daily, and monthly production data machines OEE.', 'The ability to work on department & machine layout.', 'Exposure to the tire manufacturing process & the Mechanical Role', 'Develop strong communication, teamwork, and problem-solving skills', 'An inside view of the work environment.', 'An actual on-the-job training that will help secure better career opportunities in the future.', 'Internship monthly Bonus.', 'Restaurant Meal.', 'Transportation provided to the factory (from the nearest meeting point).', 'Certificate by the end of the program.', 'Social Insurance.']",0 To 1 Year,"['Science', 'Production']"
30,Palantir Foundry Cloud Tech Lead,Antal International,Egypt,Full Time,Not Specified,[],"['B.Sc. (or higher) Degree in Computer Science, Software Engineering, Statistics, Mathematics, or a related field.', 'Hands-on software development experience, strong track record focusing on software delivery with profound experience building cloud-native systems.', 'Technical leadership experience leading & tutoring engineering teams to deliver complex software and services.', 'Extensive skills in ETL design and development using Python, PySpark or Java.  ', 'Experience in cloud technologies and services required from ingesting, storing, and manipulating data to building advanced analytics, in-depth experience and ideally relevant certification with services with AWS, Palantir Foundry or Azure (Architect, Networking, Security, SysOps).', 'Establish software engineering best practices incl. DevOps/MLOps, working cross-functionally.', 'Proficiency and experience with infrastructure as code, good API design practices, Linux containers, and containerized applications.', 'Understanding of the concepts of various fields of software engineering, such as web frontends and backends, SQL and NoSQL databases, continuous integration and continuous deployment, as well as system security and identity management.', 'Experience with version control (git), automated testing, continuous integration, and deployment (also including Continuous Deployment for Machine Learning / CD4ML).', 'Experience in a regulated environment is a plus (GxP).']",Not Specified,"['information technology (it)', 'computer science', 'aws', 'docker', 'python', 'software development', 'software engineering', 'linux', 'java', 'devops', 'software', 'azure']"
31,Data Analyst,2CooM,"6th of October, Giza",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in a quantitative field such as mathematics, statistics, computer science, or a related discipline. "", 'Proven experience as a data analyst or similar role.', ' Proficiency in data manipulation and analysis tools such as SQL, Python, R, or similar.', ' Strong analytical skills with the ability to work with complex datasets.', ' Experience with data visualization tools such as Tableau, Power BI, or similar.', ' Familiarity with statistical analysis techniques, predictive modeling, and machine learning algorithms. ', 'Excellent problem-solving skills and attention to detail. ', 'Strong written and verbal communication skills.', ' Ability to work independently and collaborate effectively in a team environment.']",[],1 To 5 Years,"['Analyst', 'Computer Science', 'Data Analyst', 'Python', 'SQL']"
32,Backend Laravel Developer (Experienced),Road9 Media,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['MUST have: Hands-on experience in building PHP web applications using well-known PHP frameworks.', 'MUST have: Hands-on experience in building RESTful APIs', 'MUST have: MySQL Database design & development experience', 'MUST have: Knowledge of version control systems such as GIT', 'MUST have: Hands-on experience in building web applications using Laravel PHP framework.', 'MUST have: Good experience with problem solving & knowledge of how to debug, test, and document issues.', 'MUST have: Ability to implement unit tests.', 'Good to have: Skills in data migration, transformation, and scripting.', 'Good to have: Understanding of fundamental design principles behind a scalable application.', 'Good to have: Familiar with Linux OS and its command line interface commands.', 'Good to have: Background in cross-platform mobile app development.']","['Design, build test, and deliver the core backend modules using Laravel.', 'Collaborate with the business to define, design, and ship new features.', 'Write clean, beautifully architected, reusable, and maintainable Laravel code using robust software architectural patterns – MVC, Repository Pattern, Service Oriented Architecture (SOA) patterns as required in components.', 'Develop organized APIs and RESTful services for the main core application.', 'Write unit tests for all code developed before pushing to the code repository and covering all cases.', 'Integrate with other third-party APIs to retrieve and manage third-party data.', 'Store, retrieve, and update data in the database using Eloquent on MySQL.', 'Ensuring consistent code, error management, and logging architecture between core services and the frontend applications.', 'Work on bug fixing and improving application performance.', 'Cache responses to improve performance using Redis and other caching solutions.', 'Identify and correct bottlenecks and fix bugs.', 'Continuously discover, evaluate, and implement new libraries to maximize development efficiency.', 'Maintain and update DevOps scripts using GitLab Yaml.']",4 To 6 Years,"['Development', 'Laravel', 'Information Technology (IT)', 'RESTful', 'PHP', 'Computer Science', 'Database', 'MySQL', 'Software Development']"
33,Communication and Office Manager,INSERA,"Cairo, Egypt",Full Time,Entry Level (Junior Level / Fresh Grad),"['A Bachelor’s degree in Business Administration or any related field is a plus', '0-3 years of experience in similar position', 'Strong written and verbal communication skills in English.', 'Fluency in German is a plus', 'Ability to effectively communicate with an international client base', 'Excellent computer skills, specifically Microsoft Office, a high level of proficiency in spreadsheets and applications is desired.', 'Develops and promotes effective collaboration with all parties', 'Produces and delivers quality results in a service-oriented and timely manner', 'Continuously seeks to learn, share knowledge and innovate', 'Encourages and contributes to clear and open communication', 'Maintains high ethical standards and adheres to the company’s standard of conduct.', 'Maintains confidentiality of sensitive information', 'Ability to work independently with minimal supervision']","['Handle communication with international partners', 'Ensure all clients’ inquiries are properly tracked and addressed in a timely manner', 'Facilitate travel arrangements for business trips to/from Egypt, including: flights, hotel/accommodation, transportation and meetings', 'Negotiate and establish new partnerships/agency agreements', 'Develop and maintain an up to date filing system of all company documents', 'Handling all company documents renewals and registration at different entities.', 'Organizing INSERA’s participation in international conferences and exhibitions', 'Handle all office-related operations', 'Assisting the General Manager in other duties as needed']",0 To 3 Years,"['business', 'Office management', 'Communication skills', 'Administration', 'English']"
34,Solution Architect - AI,IST Networks,"Maadi, Cairo",Full Time,Experienced (Non-Manager),[],[],5 To 8 Years,"['Development Background', 'AI', 'Solution Architect']"
35,Data Engineer,LxT,"Agouza, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science, Data Engineering, or a related field.', 'Proven experience as a Data Engineer, with 1-3 years of hands-on experience in data pipeline design, data transformation, and data integration.', 'Proficiency in programming languages such as Python, SQL, or Scala, and experience with data manipulation libraries and frameworks.', 'Solid knowledge of data storage and database management systems, including relational and NoSQL databases.', 'Familiarity with data visualization tools and techniques to facilitate data understanding and analysis.', 'Experience with cloud-based data platforms, such as AWS, GCP, or Azure, is a plus.', 'Solid understanding of data quality and data governance principles.', 'Knowledge and experience with machine learning projects a big plus.', 'Strong problem-solving skills with a keen eye for detail.', 'Excellent communication and collaboration skills, with the ability to work effectively in a team-oriented environment.', 'A passion for data engineering and a desire to contribute to impactful data annotation projects.']","['Data Transformation and Integration: Perform data transformation and integration tasks to ensure data from various sources are accurately processed and made ready for annotation projects and for delivery to clients per client requirements.', 'Data Manipulation: Ensuring efficient data storage, retrieval, and optimization to support data annotation workflows.', 'Data Quality Assurance: Implement data quality checks and validation processes to ensure the accuracy, consistency, and integrity of data used in annotation projects.', 'Data Pipeline Design and Development: Collaborate with the Data Engineering team to design and implement robust and scalable data pipelines for importing and exporting data used in our data annotation projects.', 'Performance Optimization: Identify and address performance bottlenecks in data pipelines to enhance the speed and efficiency of data import and export processes.', 'Automation and Process Improvement: Continuously seek opportunities to automate manual processes and improve data annotation workflows for increased productivity.', 'Collaboration and Communication: Work closely with cross-functional teams, including data annotation teams, backend developers, and project managers, to understand project requirements and provide timely data support.', 'Documentation: Maintain comprehensive documentation of data pipelines, processes, and data structures to facilitate knowledge sharing and seamless project handovers.', 'Troubleshooting and Support: Address and resolve data-related issues, providing technical support to data annotation teams when required.', 'Stay Updated on Emerging Technologies: Stay abreast of industry trends, tools, and technologies related to data engineering, and propose innovative solutions for data annotation projects']",1 To 3 Years,"['Computer Engineering', 'Data Engineering', 'Python', 'SQL']"
