,Job Title,company,Location,Employment Type,level,requirement,description,Experience Needed,skills
85,"Database Consulting Architect - Professional Services, Saudi Arabia",Nutanix,"Riyadh, Saudi Arabia",Full Time,Not Specified,[],[],Not Specified,"['Computer Science', 'Information Technology (IT)', 'Infrastructure', 'C++', 'Computer Engineering', 'DevOps', 'Engineering', 'Enterprise Software Solution', 'Java', 'OpenShift', 'SQL', 'Scripting', 'Architecture', 'AutoCAD 2D', 'Civil Engineering', 'Database', 'Design', 'ITIL', 'MBA', 'Microsoft PowerPoint']"
86,Full Stack Developer - MERN,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in Computer Science, Engineering or a related field.', 'Proficiency with fundamental front-end languages such as HTML, CSS, and JavaScript.', 'Proficiency with JavaScript frameworks such as React JS.', 'Strong experience with Node.js for server-side scripting.', 'Good experience in APIs.', 'Experience with testing and debugging code.', 'Experience with NoSQL databases, such as MongoDB or DynamoDB.', 'Experience with cloud services, particularly AWS.']","['Mentor and assign tasks and projects to team members, ensuring timely completion.', 'Develop and maintain full-stack web and mobile applications using the MERN stack.', 'Build RESTful APIs with Node.js and Express to support web and mobile applications.', 'Write well-designed, testable and efficient code for scalable full-stack applications.', 'Work on bug fixing and improving application performance.', 'Develop front-end interfaces with React to consume REST APIs.', 'Perform debugging and documenting code to ensure quality and stability.', 'Connect to NoSQL databases to store, manipulate and retrieve data.', 'Maintaining a cloud infrastructure AWS.', 'Stay up-to-date of new developments, and best practices in web development.']",More Than 2 Years,"['Computer Science', 'AWS', 'HTML', 'JavaScript', 'React', 'CSS', 'Node.js', 'RESTful APIs', 'Testing', 'NoSQL', 'Engineering', 'MongoDB', 'Software Development']"
87,Senior Oracle developer,Algoriza,"Giza, Egypt",Full Time,Experienced (Non-Manager),[],[],More Than 5 Years,"['Computer Science', 'Design', 'Development', 'Database', 'Information Technology (IT)', 'Oracle', 'oracle developer', 'PL/SQL', 'Software Development', 'Software Engineering', 'SQL', 'Troubleshooting']"
88,Structural BIM Lead,ECONSTRUCT DESIGN & BUILD Pvt Ltd.,"Cairo, Egypt",Full Time,Not Specified,[],"['Set up a Common Data Environment (CDE)', 'Produce a standard of Cobie requirements.', 'Create, maintain, and ensure the BIM Execution plan and Project standards are adhered to by the project team. Initiate project set-up, lead BIM kick-off meetings and prepare digital models for our design teams.', 'Implement where needed 3rd party BIM applications including but not limited to Dynamo, Rhino/Grasshopper, Tekla, Excel as well as Microsoft Office.', 'Revit content creation: Parametric families using formulae, nesting, and type catalogues.', 'Support the Project Delivery Team on a day-to-day basis for BIM implementation activities.', 'Lead internal and attend external coordination meetings.', 'Conducting regular model reviews to ensure compliance with project standards and specifications.', 'Performing clash detection and resolution to minimize design conflicts and optimize project efficiency.', 'Participating in interdisciplinary coordination meetings to address project-related issues.', 'Training and Support for other BIM Team members.', 'Creating and preparing all BIM Documentation and Reporting:', 'Setting up projects on Revit while maintaining the Model health through the project.', 'Generating regular progress reports for project management and clients.', 'A degree in Engineering, Architecture, Structural, or equivalent.', 'Advanced knowledge and experience in Autodesk Revit and Navisworks Manage.', 'Excellent in BIM collaboration with project stakeholders using cloud platforms i.e., BIM 360', ""12-15 years' experience in the field including at least 5 years in a managerial level."", 'Proficiency in writing and speaking English.', 'It is preferable to pass one of the BIM works permit tests.', 'Industry BIM Certification (Revit Professional)', 'Strong leadership skills and ability to manage a team.', 'Keep updated with the newly published research, tools, and software that are applicable in the field.', 'Strong understanding of consultant engineering practices and standards.', 'Experience in BS-EN-ISO-19650 BIM standards.']",Not Specified,"['Civil Engineering', 'Construction', 'Engineering', 'BIM', 'Design', 'Architecture', 'AutoCAD 2D', 'MEP', 'Microsoft Office', 'Drafting', 'Modelling', 'Autodesk Navisworks', 'Autodesk Revit', 'CAD', 'Civil', 'Concrete', 'Electrical Engineering', 'MS Office', 'Management', 'Mechanical Engineering']"
89,"Customer Solutions Manager, UAE",AWS EMEA SARL (Dubai Branch),O51,Full Time,Not Specified,[],[],Not Specified,"['sales', 'sales skills', 'information technology (it)', 'customer service', 'engineering', 'communication skills', 'management', 'communication', 'agile', 'business', 'troubleshooting', 'it']"
90,Network Instructor,MICA,"Haram, Giza",Full Time,Entry Level (Junior Level / Fresh Grad),"['A Bachelor of Communication & Electric Engineering OR Computer science and  Information Technology OR equivalent experience required.', 'CCNA (R&S)  , MCSE', 'Knowledge of the basics of electricity and electronics in general', 'implementing workshops on data center network design and troubleshooting , management, and protection', 'knowledge of virtualization and Clouding Technology', 'knowledge of fiber optics  is plus.', 'knowledge of  firewalls and network security systems.', 'Cisco CCNA (R&S) - Microsoft (MCSA)      Certificate is a plus', 'Familiar with Linux operating systems', 'is preferable to have worked in the teaching and training sector', 'Full time']","['MICA Academy is offering a suite of programs for students ages 15 to 18 introducing them to programming using java, Oracle Database SQL and pl-SQL, Android, Web Design, Web Development, Networking, Operating Systems, Server Administrations, It Infrastructure, Embedded Systems, Electronic Fundamentals, virtualization and Clouding Technology.']",Not Specified,"['CCNA', 'Cisco', 'Cisco CCNA', 'Computer Science', 'Electronics', 'Engineering', 'firewalls', 'Information Technology (IT)', 'Networking', 'Teaching', 'Training', 'Security', 'MCSA', 'PC Troubleshooting']"
91,Network Administrator,Mobica,"Abu Rawash, Giza",Full Time,Experienced (Non-Manager),"['CCNA, CompTIA Network+', 'CCNP', 'CWNA']",[],3 To 5 Years,"['Network Administration', 'Computer Science', 'Information Technology (IT)', 'Network', 'Engineering', 'computer']"
92,Genesys Engineer,Perfect Presentation,"6th of October, Giza",Full Time,Experienced (Non-Manager),"['2+ years’ experience in the following:', 'Genesys Product Suite v8.x: Framework.', 'IRD and Composer Routing; Administrator WFM; ', 'Pulse/ICONs/Infomart', 'SIP environments experience in GENESYS Engage contact centre technologies including CTI, SIP and Genesys SIP Server,', 'Digital Channels (Twitter- Facebook – WhatsApp).', 'Chat and Email Channels.', 'Call Routing and Historical Reporting(GCXI), Genesys Workspace, Call Recording , VoIP technology, and CRM Integrations and IVR solutions Solid analytical skills.', 'problem determination, and resolution recovery processes.', '2+ or more years of telecommunications/voice technical experience.', 'Experience with Genesys contact centre technology platforms', 'Experience in Java SE is a must and Java EE is a plus.', 'Strong experience with Oracle DB and SQL.', 'Solid experience in software development life cycle', 'Genesys Certificates is a plus. (preferred)', 'CCNA R&S is a plus.', 'APIs Integration is a plus.', 'Genesys Cloud knowledge is a plus.', 'Verint Integration is a plus.']","['Install and configure Genesys Engage Modules.', 'Provide production support for issues raised from the contact center and meet the SLA timelines and first time resolution target.', 'Assisting in gathering the requirements from the customer and turning it into a requirement document.', 'Design, develop, test, and promote code to address new business requests and support ongoing needs for the contact center, including the ongoing development efforts for the voice platform.', 'Maintain contact canter platforms and recommend new technologies/advancements that will enhance the platform.', 'configure and customize reports for customers.', 'prepare and produce releases of software components to meet business requirements/needs.', 'Supports users and assists in troubleshooting by developing documentation and self-help tools.', 'Develop alerting tools to aid in efficiently troubleshooting errors/issues.', 'Manage and work with various infrastructure teams, vendors, and peers.', 'Coordinate with internal technical teams and vendors where appropriate to gain assistance and resolve problems with the platform.']",5 To 7 Years,"['ASP.net MVC', 'ASP.Net', 'Agile', '.Net', 'Java', 'IVR', 'Computer Science', 'SOLID']"
93,Front End (Angular) Software Developer,Tafeel,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['A Bachelor’s degree in Computer Science or equivalent', 'Proficient understanding of web markup, including HTML5, CSS3.', 'Basic understanding of server-side CSS pre-processing platforms, such as LESS and SASS.', 'Proficient understanding of client-side scripting and JavaScript frameworks, including jQuery.', 'Good understanding of advanced JavaScript libraries and frameworks, such as AngularJS.', 'Knowledge of design patterns and architectural patterns concepts, (Dependency Injection is a plus)', 'Modern technologies for frontend development is a big advantage', 'Basic knowledge of image authoring tools, to be able to crop, resize, or perform small adjustments on an image.', 'Extensive experience delivering RESTful APIs', 'Familiar with hosting/deploying via ( IIS, Cloud, etc.. )', 'Experienced in using TFS or Git']","['Responsibilities for Front-End will include translation of the UI/UX design wireframes to actual code that will produce visual elements of the application.', 'You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation.']",5 To 10 Years,"['Information Technology (IT)', 'Computer Science', 'Computer Engineering', 'Software Development', 'Software Engineering', 'Web Development', 'FrontEnd', 'HTML5', 'CSS3', 'SASS', 'LESS', 'jQuery', 'javaScript', 'Git', 'TFS', 'RESTful APIs', 'AngularJS']"
94,IT Network Administrator,Roya Developments,"Sheraton, Cairo",Full Time,Experienced (Non-Manager),"['Standard minimum qualifications:', 'Network protocols and network administration knowledge, network security - minimum 3 years', 'Strong knowledge of major networking components and network operating systems', 'Strong knowledge of computing and network hardware and peripheral equipment', 'Experience using monitoring tools.\n\nExperience:\n\nAt least 3-4 years of work experience in Managing networks & IT service operations\n\nJob Requirements\n• Bachelor’s degree in computer engineering, Computer Science.\n• CCNA, CCNA security.\n• Strong knowledge of infrastructure technologies Cloud Services, Networking, Data Centers, Hardware, and Integrations.\n• Advanced knowledge of network operating systems including Cisco, HP, etc.\n• Solid background in network administration and architecture.\n• Must be team-oriented, team player ability to communicate with different teams.\n• Good Analytical skills.\n• Excellent time-management skills.\n• Multitasking and prioritization skills.\n• Knowledge and experience with different types of networking systems.']","['Responsible for all network and security related to active and passive (WAN – LAN - WLAN – Switching- Routing – firewalls - VOIP System).', 'Configure switches VLANs, IP address designs, Port Channel, VPC Virtual port channel, STP, and Network Design.', 'Support in preparing high-level Design, low-level design, and Implementation/migrations plans for Network Infrastructure and security.', 'Monitor network traffic for unusual activity, and all connections running from/to the Main data center and different sites.', 'Familiar with CAM systems and CCTV.', 'Monitoring all network infrastructure systems hardware/software to ensure that systems are up and running well.', 'Perform solution releases by authorizing, validating (changes, upgrades, updates, patches, and migrations), and implementing them.', 'Guarantee network security best practices are executed through auditing: router, change control, switch, firewall configurations, and monitoring.', 'Troubleshoot all related network hardware errors by running diagnostics, documenting problems and resolutions, prioritizing problems, and assessing the impact of issues.', 'Provide help-desk support for company users on-site and remotely when needed.', 'Ensuring security and efficiency of IT infrastructure.']",3 To 9 Years,"['CCNA', 'Cisco', 'Computer Engineering', 'Computer Science', 'Information Technology (IT)', 'IT', 'Network Administration', 'Networks', 'Security']"
95,Android Developer,Confidential Company,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"['2-4  years of proven experience.', 'B.Sc. or M.Sc. in computer science, engineering, information technology or related education.', 'Experience with Java and Kotlin.', 'Experience with consuming back-end web service APIs.', 'Understanding of code versioning tools such as Git.', 'Familiarity with cloud Messaging APIs.', 'Experience and knowledge of mobile development life cycle.', 'Experience and knowledge of Android SDK, different Android versions and dealing with different screen sizes.', 'Mobile Devops experience is an asset.', 'Problem-solving and analytical skills.', 'Hard worker and self-motivated.', 'Good command of English.', 'Ability to Research and learn new technologies.', 'Ability to work in a team-work environment.', 'Good communication skills.']","['Developing high quality global business Android applications for our North America (United States and Canada) based clients.', 'Translate designs into high-quality reliable code.', 'Develop, test and maintain new mobile applications using Android.', 'Implement best practices for developing Android applications targeting multiple phone and tablet devices.', 'Maintain, debug and refactor existing code.', 'Write quality code, and ability to adhere to the coding guidelines.', 'Meet project deadlines and requirements.', 'Work with team members to meet project goals.']",2 To 4 Years,"['Information Technology (IT)', 'Android', 'Android SDK', 'Java', 'Kotlin', 'Mobile Development', 'APIs', 'Git', 'Computer Science', 'Engineering', 'Telecom Engineering', 'Software Development', 'SDK', 'English']"
96,Programmer – IT,flydubai,"Dubai, United Arab Emirates",Full Time,Not Specified,[],"['Bachelor’s Degree (or equivalent)', 'Certification in at least 1 programming language (JAVA, C++ etc.)', 'Preferred No. of Years (with Relevant Degree) - 1', 'Experience in cloud programming is desirable', 'Customer Focus ', 'Team work', 'Effective Communication', 'Personal Accountability & Commitment to achieve', 'Resilience and Flexibility (Can do attitude)']",Not Specified,"['Computer Science', 'Information Technology (IT)', 'Computer Engineering', 'Programming', 'AJAX', 'Microsoft SQL Server', 'MySQL', 'PHP', 'Programmer', 'Python', 'SQL', 'Technical Support', 'jQuery', 'javaScript', 'AWS', 'Amazon', 'Apache', 'Application Programmer', 'C#', 'CSS']"
97,Oracle Fusion BI Reports Developer,inbox,"Riyadh, Saudi Arabia",Full Time,Not Specified,[],"['Proven report development experience using Oracle Tools - OTBI (Oracle Transactional Business Intelligence) and Oracle BI Publisher - including dashboard reports, agents, scheduling and RTF template reports', 'Oracle OTBI Reporting Specialist with experience of the Oracle BI Tools used within the Oracle Cloud Apps environment', 'Good knowledge of the Oracle Fusion HCM and ERP underlying data table structures and strong SQL skills', 'Ability to work with a variety of stakeholders to understand their data sets and requirements', 'Effective communication and the ability to prioritise multiple requests is essential for this role, as well as a keen eye for detail', 'Understanding and ability to follow the processes to take a design through transition and to deployment', 'Timely and effective management and delivery of business problems and incidents', 'A structured approach to work']",Not Specified,"['Computer Science', 'Information Technology (IT)', 'Oracle', 'ADF', 'SQL', 'BPM', 'Engineering', 'SOA', 'Java', 'PL', 'Telecommunication', 'AIX', 'BI', 'BI Development', 'Banking', 'Computer Skills', 'DBA', 'EE', 'ETL', 'Forms']"
98,CVM Application Engineer,eT3,Tomorrow Information Technology,Full Time,Experienced (Non-Manager),[],[],2 To 4 Years,"['Java', 'Linux', 'SQL', 'CRM', 'ETL', 'BI', 'Groovy']"
99,IT Senior System Administrator,SATA Group,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),[],[],4 To 6 Years,"['Engineering', 'Information Technology (IT)', 'Software Development', 'Software', 'Security', 'System Administration', 'cPanel']"
100,Senior IT Security Administrator,Kandil Industries,"10th of Ramadan City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in computer science or equivalent."", '3+ years Network admin and 2+ system admin.', 'Good technical, analytical skills and troubleshooting skills.', 'Advanced Knowledge about cyber security technologies like Firewall, Web Security, Endpoint, NAC... etc.', 'Preferred to be certified (CCNA, CCNA Security, CCNP Security is plus, NSE4, CEH, OSCP is plus, MCSE, MS-500)']","['Configure and install various network devices and services.', 'Manage and administer servers, applications, networks, Virtual machines, and Data Storage Enterprise services.', 'Perform network maintenance and system upgrades including, patches, hot fixes and security configurations.', 'Implementing security measures based on business needs and industry best practices.', 'installing and troubleshooting new security systems such as firewalls, endpoint security software, WAF, IPS, IDS.', 'Implementing security policies, procedures, and plans to safeguard data and systems from cyber-attacks.', 'Analyzing the impact of emerging technologies on existing security systems and identifying potential risks.', 'Solving user’s problems regarding to security polices and tools.', 'Monitor system resource utilization, trending, and capacity planning.', 'Select and implement security tools, policies, and procedures in conjunction with the company’s team.', 'Cloud security (Mail, App, websites, ... etc).']",5 To 7 Years,"['CCNA', 'CCNP', 'computer', 'Computer Engineering', 'Computer Science', 'Engineering', 'Firewall', 'Information Technology (IT)', 'MCSE', 'network', 'Security', 'Troubleshooting']"
101,Python Technical Lead,LINK Development,"Cairo, Egypt",Full Time,Manager,[],[],7 To 9 Years,"['Computer Science', 'Information Technology (IT)', 'PHP', 'Web Development']"
102,Data Engineer,LxT,"Agouza, Giza",Full Time,Experienced (Non-Manager),"['Bachelor’s degree in computer science, Data Engineering, or a related field.', 'Proven experience as a Data Engineer, with 1-3 years of hands-on experience in data pipeline design, data transformation, and data integration.', 'Proficiency in programming languages such as Python, SQL, or Scala, and experience with data manipulation libraries and frameworks.', 'Solid knowledge of data storage and database management systems, including relational and NoSQL databases.', 'Familiarity with data visualization tools and techniques to facilitate data understanding and analysis.', 'Experience with cloud-based data platforms, such as AWS, GCP, or Azure, is a plus.', 'Solid understanding of data quality and data governance principles.', 'Knowledge and experience with machine learning projects a big plus.', 'Strong problem-solving skills with a keen eye for detail.', 'Excellent communication and collaboration skills, with the ability to work effectively in a team-oriented environment.', 'A passion for data engineering and a desire to contribute to impactful data annotation projects.']","['Data Transformation and Integration: Perform data transformation and integration tasks to ensure data from various sources are accurately processed and made ready for annotation projects and for delivery to clients per client requirements.', 'Data Manipulation: Ensuring efficient data storage, retrieval, and optimization to support data annotation workflows.', 'Data Quality Assurance: Implement data quality checks and validation processes to ensure the accuracy, consistency, and integrity of data used in annotation projects.', 'Data Pipeline Design and Development: Collaborate with the Data Engineering team to design and implement robust and scalable data pipelines for importing and exporting data used in our data annotation projects.', 'Performance Optimization: Identify and address performance bottlenecks in data pipelines to enhance the speed and efficiency of data import and export processes.', 'Automation and Process Improvement: Continuously seek opportunities to automate manual processes and improve data annotation workflows for increased productivity.', 'Collaboration and Communication: Work closely with cross-functional teams, including data annotation teams, backend developers, and project managers, to understand project requirements and provide timely data support.', 'Documentation: Maintain comprehensive documentation of data pipelines, processes, and data structures to facilitate knowledge sharing and seamless project handovers.', 'Troubleshooting and Support: Address and resolve data-related issues, providing technical support to data annotation teams when required.', 'Stay Updated on Emerging Technologies: Stay abreast of industry trends, tools, and technologies related to data engineering, and propose innovative solutions for data annotation projects']",1 To 3 Years,"['Computer Engineering', 'Data Engineering', 'Python', 'SQL']"
103,Senior Software Engineer,K Line Europe,"Nasr City, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's degree in Computer Science, Software Engineering, or related field (or equivalent experience). "", 'Proven experience  (+5 years of experience) working with Node.js, React, and Next.js in building complex web applications. ', 'Strong understanding of SOA principles. ', 'Proficiency in designing and building RESTful APIs. ', 'Knowledge of database systems (SQL and NoSQL databases). ', 'Familiarity with cloud platforms (AWS/GCP). ', 'Adherence to coding standards, best practices, and software development methodologies. ', 'Prior experience in migrating monolithic applications to services is highly desirable.', 'Experience with containerization technologies (Docker, Kubernetes) is a plus. ']","['Collaborate with cross-functional teams to analyze the existing monolithic application and design a strategy for splitting it into services.', 'Develop, deploy, and maintain services using Node.js, React, Prisma, Redux, and Next.js while adhering to best scalability, reliability, and security practices. ', 'Create well-defined APIs, ensuring proper documentation and versioning to facilitate communication between services. ', 'Identify performance bottlenecks in the existing application and optimize the newly developed services for improved speed and efficiency. ', 'Write clean, maintainable code and conduct thorough testing to ensure the reliability of the services. Implement unit tests, integration tests, and end-to-end tests. ', 'Implement security best practices, such as authentication and authorization mechanisms, to protect data and ensure industry standards and regulations compliance. ', 'Documentation: Maintain detailed documentation of architectural decisions, code, and API specifications for future reference and team knowledge sharing. ', 'Monitoring and Troubleshooting: Implement monitoring solutions and proactive error handling to identify and resolve issues.']",5 To 7 Years,"['APIs', 'AWS', 'SQL', 'NoSQL', 'Node.js', 'React', 'Web Applications', 'SOA', 'RESTful APIs', 'GCP', 'Docker', 'Kubernetes', 'Software', 'Software Development']"
104,Node.Js Teamlead,LINK Development,"Cairo, Egypt",Full Time,Manager,[],[],7 To 9 Years,"['Computer Science', 'Node.js']"
105,Node JS Developer,Sceel.io,"Maadi, Cairo",Full Time,Experienced (Non-Manager),"['Oracle Cloud Infrastructure development capabilities', 'using NodeJS, Functions, dockers, API gateway, Load balancer, Socket based development, Database Services, Kubernetes, and terraform, IAM, logs, Service integrations', 'Using resources with API gateway, NodeJS, Lambda Functions, Load Balancer, Database Services, Kubernetes, terraform, IAM, cloud watch, Service integrations', 'AWS development capabilities', 'GCP: Firebase, firestore']","['Design and build advanced applications for the Android platform', 'Collaborate with cross-functional teams to define, design, and ship new features', 'Work with outside data sources and APIs', 'Unit-test code for robustness, including edge cases, usability, and general reliability', 'Work on bug fixing and improving application performance', 'Continuously discover, evaluate, and implement new technologies to maximize development efficiency']",3 To 5 Years,"['Cloud', 'API', 'Database', 'Firebase', 'JavaScript', 'Kubernetes', 'NodeJS', 'Oracle', 'Software Development', 'OCI', 'Oracle cloud infrastructure', 'terraform']"
106,"Account Manager (Startups) - UAE National, CS - Startup - Account Managers - EMEA - EMEA South",Amazon Web Services EMEA Dubai FZ Branch,Q29,Full Time,Not Specified,[],[],Not Specified,"['Sales', 'Sales Skills', 'Customer Service', 'Sales Target', 'Customer Support', 'Customer Care', 'Account Management', 'Marketing', 'Business Development', 'Microsoft Office', 'Information Technology (IT)', 'Finance', 'Account Manager', 'English', 'Accounting', 'Financial Management', 'Outdoor Sales', 'Indoor Sales', 'Communication Skills', 'Financial Analysis']"
107,System Administrator Team Leader,Atrium Egypt,"Madinaty, Cairo",Full Time,Experienced (Non-Manager),"['BSC in Information Systems ( Engineering - Computer Science ) with at least 10 years of experience.', 'English proficiency is a must.', 'Very good reporting and documentation skills.', 'Excellent verbal and written communication and English skills', 'Hands-on Experience in:']","['Overseeing the daily operations and maintain essential IT operations, including operating systems, security tools, applications, servers with different platforms (Windows and Linux), email systems and endpoint security.', 'Own projects, solutions, and key responsibilities within a more substantial business initiative.', 'Enable faster and smarter business processes and implement analytics for meaningful insights.', 'Deal with internal and external partners to communicate project status, activities, and achievements.', 'Expert knowledge in different IT infrastructure platforms for like virtualization, On-Premises Server. (Microsoft Azure, Office 365, Exchange Online, VMware, VEEAM backup, NAS and SAN Storage.', 'Plan for data protection over cloud, SAN, NAS storage, and remote locations', 'Perform server administration tasks, including user/group administration, security permissions, group policies, print services, research event log warnings and errors, and resource monitoring, ensuring system architecture components work together seamlessly.', 'Manage and design endpoint security systems like Kaspersky Security Center.', 'Nature dependable IT infrastructure and networking that’s always up and running.', 'Monitor Data Center health using preexisting management tools and respond to hardware issues as they arise, help build, test, and maintain new servers as needed.', 'Interact with IT helpdesk and other teams to assist in troubleshooting, identify root cause, and provide technical support when required. ']",8 To 10 Years,"['Administration', 'Computer Science', 'Information Systems', 'Information Technology (IT)', 'Microsoft Office', 'Security', 'is']"
108,Backend PHP,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's Degree in Computer Science/Engineering or related field."", '2+ years of experience', 'Very Good English Level.', 'Experience in MySQL and PostgreSQL Databases.', 'Very Good Knowledge in NoSQL Databases.', 'Very Good Knowledge of OOP Principles', 'Very Good Knowledge of Data-Structure Principles', 'Very Good Knowledge of GIT', 'Good knowledge of CI/CD concepts and implementations.', 'Experience integrating with third-party APIs, e.g. Stripe, Mailgun, etc.', 'Familiarity with agile development methodologies', 'Experience building Saas, and distributed systems, with High availability and scalability', 'Nice to have Experienced for Azure Cloud service stack', 'Preferable knowledge in web technologies like HTML, CSS, SASS, Angular Framework, etc.']","['Designing, building, and maintaining the application’s server with PHP', 'Design and develop Restful APIs.', 'Collaborate and work with frontend and mobile developers on the needs of projects.', 'Determining user needs by analyzing technical requirements.', 'Write clean, secure, easily maintainable, and modular codes.', 'Database designing and maintenance.', 'Build reusable code and libraries for future use.', 'Troubleshoot and debug applications.', 'Perform backend tests to optimize performance.']",2 To 7 Years,"['Agile', 'Angular', 'APIs', 'Computer Science', 'CSS', 'Engineering', 'HTML', 'Information Technology (IT)', 'MySQL', 'OOP', 'PHP', 'Software Development']"
109,Frontend Angular,Obeikan Digital Solutions,"Cairo, Egypt",Full Time,Experienced (Non-Manager),"[""Bachelor's Degree in Computer Science/Engineering or related field."", '2-5 years of experience (2+ years of experience in Angular+2)', 'Very Good English Level.', 'Experience in Angular+2 Principles SSR, Guards, Resolvers, Lazy-Loading, etc.', 'Experience in JavaScript and TypeScript is a must.', 'Experience in WebPack.', 'Experience working with remote data via RESTful and JSON and security', 'Experience in web technologies including HTML, CSS, SASS, Javascript, AJAX etc.', 'Very Good Knowledge of OOP Principleswebp', 'Very Good Knowledge of Data-Structure Principles', 'Very Good Knowledge of GIT', 'Good knowledge of CI/CD concepts and implementations.', 'Familiarity with agile development methodologies', 'Nice to have Experienced for Azure Cloud service stack']","['Designing, building and maintaining Website and Web-based applications.', 'Collaborate and work with backend developers on the needs of projects.', 'Determining user needs by analyzing technical requirements.', 'Write clean, secure, easily maintainable and modular codes.', 'Build reusable code and libraries for future use.', 'Troubleshoot and debug applications.', 'Perform backend tests to optimize performance.']",2 To 5 Years,"['AJAX', 'Agile', 'Angular', 'Computer Science', 'Engineering', 'CSS', 'HTML', 'Information Technology (IT)', 'JavaScript', 'JSON', 'Sass', 'Software Development']"
110,Node JS Developer,Obeikan Digital Solutions,"New Cairo, Cairo",Full Time,Experienced (Non-Manager),"[""Bachelor's Degree in Computer Science/Engineering or related field."", '2-5 years of experience (2+ years of experience in NodeJS)', 'Very Good English Level.', 'Experience in JavaScript and TypeScript is a must.', 'Experience in using ExpressJS.', 'Experience in MySQL and PostgreSQL Databases.', 'Very Good Knowledge in NoSQL Databases.', 'Very Good Knowledge of OOP Principles', 'Very Good Knowledge of Data-Structure Principles', 'Very Good Knowledge of GIT', 'Good knowledge of CI/CD concepts and implementations.', 'Experience integrating with third-party APIs, e.g. Stripe, Mailgun, etc.', 'Familiarity with agile development methodologies', 'Experience building Saas, and distributed systems, with High availability and scalability', 'Nice to have Experienced for Azure Cloud service stack', 'Preferable knowledge in web technologies like HTML, CSS, SASS, Angular Framework, etc.']","['Designing, building, and maintaining the application’s server with Node JS over nest', 'Collaborate and work with frontend and mobile developers on the needs of projects.', 'Determining user needs by analyzing technical requirements.', 'Write clean, secure, easily maintainable, and modular codes.', 'Database designing and maintenance.', 'Build reusable code and libraries for future use.', 'Troubleshoot and debug applications.', 'Perform backend tests to optimize performance.', 'Design and develop Restful APIs.', ' ']",2 To 5 Years,"['Angular', 'Agile', 'CSS', 'Engineering', 'Information Technology (IT)', 'JavaScript', 'OOP', 'Software Development', 'MySQL', 'HTML', 'Computer Science', 'APIs']"
111,Network & Security Senior Specialist,ACT Advanced Computer Technology,"Cairo, Egypt",Full Time,Experienced (Non-Manager),[],[],3 To 5 Years,"['CCNP', 'Cisco', 'Computer Science', 'Engineering']"
112,"Account Manager (Startups) - Middle East, CS - Startup - Account Managers - EMEA - EMEA South",Amazon Web Services EMEA Dubai FZ Branch,Q29,Full Time,Not Specified,[],[],Not Specified,"['Sales', 'Sales Skills', 'Customer Service', 'Sales Target', 'Customer Support', 'Customer Care', 'Account Management', 'Marketing', 'Business Development', 'Microsoft Office', 'Information Technology (IT)', 'Finance', 'Account Manager', 'English', 'Accounting', 'Financial Management', 'Outdoor Sales', 'Indoor Sales', 'Communication Skills', 'Financial Analysis']"
